GeeSkid v1.05
Date/Time,Join/Leave,Name,SCID,IP,PID,Friend,Host,Host Priority,Rank,K/D,Money,Modder Flags
2022-08-24 0002-25,Join,_Captain_Napalm_,13387922,99.192.63.223,16, , ,10 of 30,13,0.36,$1007831,
2022-08-24 0002-25,Join,belowzero95,53346635,69.166.116.136,17, , ,19 of 30,10,1.5,$1420326,
2022-08-24 0002-25,Join,FirePluto262,169671980,69.126.208.247,18, , ,20 of 30,237,0.64,$1806448,
2022-08-24 0002-25,Join,geomaster337,70341147,69.247.140.204,19, , ,12 of 30,141,0.6,$47721004,
2022-08-24 0002-25,Join,WalterWhite3344,211947058,71.241.231.76,20, , ,17 of 30,26,0.45,$973265,
2022-08-24 0002-25,Join,Anthony_Tempest,215131247,73.57.181.1,22, , ,5 of 30,105,0.5,$8686083,
2022-08-24 0002-25,Join,farhanpream,174448154,202.94.165.120,25, , ,24 of 30,127,0.13,$2922352,
2022-08-24 0002-25,Join,WEEWEESUCKUWU,173934288,71.191.149.134,26, , ,23 of 30,99,0.57,$10613212,
2022-08-24 0002-25,Join,meltedWarDubster,163239922,73.42.71.51,27, , ,26 of 30,182,0.54,$2816363,
2022-08-24 0002-25,Join,stankypants11707,209393451,168.220.172.17,28, , ,28 of 30,96,0.65,$2978,
2022-08-24 0002-36,Leave,Youreadyougay2,166943657,71.82.8.103,1, , ,13 of 30,61,0.12,$203135,
2022-08-24 0002-36,Leave,its_sonner,186128936,72.195.149.20,7, , ,11 of 30,473,0.46,$37501981,
2022-08-24 0002-36,Leave,callmeyeezy,202594781,98.29.244.187,13, , ,3 of 30,85,3.58,$1920717,
2022-08-24 0002-36,Leave,_Captain_Napalm_,13387922,99.192.63.223,16, , ,10 of 30,13,0.36,$1007831,
2022-08-24 0002-45,Leave,FirePluto262,169671980,69.126.208.247,18, , ,20 of 30,237,0.64,$1806448,
2022-08-24 0002-25,Join,xCandyxxx,77973851,86.20.38.195,24, , ,1 of 29,419,1.19,$2147483647,
2022-08-24 0003-14,Leave,xCandyxxx,77973851,86.20.38.195,24, , ,1 of 29,419,1.19,$2147483647,
2022-08-24 0002-25,Join,Marshallbarb2603,192969254,70.248.22.62,23, , ,18 of 29,13,0.25,$360530,
2022-08-24 0003-18,Leave,Minimejg,213725798,24.140.249.60,6, , ,21 of 30,44,0.25,$324350,
2022-08-24 0003-18,Leave,stankypants11707,209393451,168.220.172.17,28, , ,28 of 30,96,0.65,$2978,
2022-08-24 0003-19,Leave,WalterWhite3344,211947058,71.241.231.76,20, , ,18 of 28,26,0.45,$973265,
2022-08-24 0003-40,Leave,Marshallbarb2603,192969254,70.248.22.62,23, , ,18 of 28,13,0.25,$360530,
2022-08-24 0003-50,Join,LuisC05,156656930,136.54.53.176,23, , ,13 of 29,13,0.25,$360530,
2022-08-24 0003-15,Join,FentonAlex,59436642,184.162.35.177,18, , ,7 of 29,94,0.51,$2178459,
2022-08-24 0003-47,Join,Briantheman124,200775183,68.84.32.72,20, , ,26 of 30,95,1.51,$3457782,
2022-08-24 0004-04,Join,NamesMszy,188964683,75.118.109.83,28, , ,13 of 30,114,0.72,$1529393,
2022-08-24 0005-11,Join,TacoMan_123,158658840,99.106.43.3,6, , ,13 of 30,122,0.94,$15949177,
2022-08-24 0005-56,Leave,TacoMan_123,158658840,99.106.43.3,6, , ,13 of 30,122,0.94,$15949177,
2022-08-24 0006-09,Leave,Youreadyougay2,166943657,71.82.8.103,1, , ,17 of 30,61,0.12,$203135,
2022-08-24 0006-09,Leave,ll-FOKSTAR-ll,118183740,216.113.69.71,2, , ,10 of 30,71,0.29,$1192051,
2022-08-24 0006-09,Leave,IROCZ28_1987,122179206,76.114.138.188,3, ,Host,2 of 30,263,1.73,$102917965,God-Mode 
2022-08-24 0006-09,Leave,RunnersLegned,192757996,70.131.63.131,4, , ,6 of 30,6,1.03,$796217,
2022-08-24 0006-09,Leave,Neiyyo,70187554,66.130.56.7,5, , ,30 of 30,75,1.01,$377977,
2022-08-24 0006-09,Leave,TacoMan_123,158658840,99.106.43.3,6, , ,13 of 30,122,0.94,$15949177,
2022-08-24 0006-09,Leave,its_sonner,186128936,72.195.149.20,7, , ,12 of 30,473,0.46,$37501981,God-Mode 
2022-08-24 0006-09,Leave,Epocks_,73962534,68.200.63.226,8, , ,29 of 30,118,1.0,$3036164,
2022-08-24 0006-09,Leave,HaZxRdThEgOaT,195203416,69.166.116.80,11, , ,4 of 30,84,0.49,$55162,
2022-08-24 0006-09,Leave,greddley,204016594,89.144.201.31,12, , ,25 of 30,65,0.98,$4521447,
2022-08-24 0006-09,Leave,callmeyeezy,202594781,98.29.244.187,13, , ,3 of 30,85,3.58,$1920717,
2022-08-24 0006-09,Leave,Electric_Magic,145512363,64.67.139.166,14, , ,19 of 30,424,0.42,$371546,
2022-08-24 0006-09,Leave,ericdean1245,97639143,74.137.88.81,15, , ,8 of 30,176,0.67,$593852,
2022-08-24 0006-09,Leave,_Captain_Napalm_,13387922,99.192.63.223,16, , ,11 of 30,13,0.36,$1007331,
2022-08-24 0006-09,Leave,belowzero95,53346635,69.166.116.136,17, , ,21 of 30,10,1.5,$1420326,
2022-08-24 0006-09,Leave,FentonAlex,59436642,184.162.35.177,18, , ,7 of 30,94,0.51,$2178459,
2022-08-24 0006-09,Leave,geomaster337,70341147,69.247.140.204,19, , ,16 of 30,141,0.6,$47721004,
2022-08-24 0006-09,Leave,Briantheman124,200775183,68.84.32.72,20, , ,26 of 30,95,1.51,$3457782,
2022-08-24 0006-09,Leave,Anthony_Tempest,215131247,73.57.181.1,22, , ,5 of 30,105,0.5,$8686083,
2022-08-24 0006-09,Leave,LuisC05,156656930,136.54.53.176,23, , ,15 of 30,150,2.29,$1742179640,High $ 
2022-08-24 0006-09,Leave,xCandyxxx,77973851,86.20.38.195,24, , ,1 of 30,419,1.19,$2147483647,
2022-08-24 0006-09,Leave,farhanpream,174448154,202.94.165.120,25, , ,24 of 30,127,0.13,$2923352,
2022-08-24 0006-09,Leave,WEEWEESUCKUWU,173934288,71.191.149.134,26, , ,23 of 30,99,0.57,$10613212,
2022-08-24 0006-09,Leave,meltedWarDubster,163239922,73.42.71.51,27, , ,27 of 30,182,0.54,$2816363,
2022-08-24 0006-09,Leave,NamesMszy,188964683,75.118.109.83,28, , ,14 of 30,114,0.72,$1529393,
2022-08-24 0006-30,Leave,xCandyxxx,77973851,86.20.38.195,0, ,Host,1 of 1,419,1.19,$0,
2022-08-24 0006-30,Join,BLACKSKY2033,161433005,86.239.19.109,2, , ,16 of 30,396,2.02,$654671,
2022-08-24 0006-30,Join,257Colors,136623719,91.170.233.104,3, , ,25 of 30,168,2.9,$340230,
2022-08-24 0006-30,Join,mr_starfire123,120847773,94.175.50.5,4, , ,7 of 30,10,0.39,$96364,
2022-08-24 0006-30,Join,_RDawG_,29610477,86.18.23.234,5, , ,12 of 30,46,0.42,$2261078,
2022-08-24 0006-30,Join,al_cashulin,143994087,46.39.255.103,6, , ,9 of 30,130,0.6,$26669785,
2022-08-24 0006-30,Join,_CatSaimon_,123416945,95.54.62.198,7, , ,22 of 30,158,2.77,$28803155,
2022-08-24 0006-30,Join,Ethan_342,205670145,82.0.248.61,8, , ,15 of 30,73,0.6,$205963,
2022-08-24 0006-30,Join,Crowbar567,72287373,212.85.92.55,9, , ,3 of 30,196,2.6,$2309036,
2022-08-24 0006-30,Join,Loopyrepair1,174347523,85.27.64.73,10, , ,5 of 30,73,0.23,$380402,
2022-08-24 0006-30,Join,Voideka_,183366130,151.225.215.2,11, , ,29 of 30,44,0.14,$762586,
2022-08-24 0006-30,Join,Herrkanelbulle,106222042,155.4.34.9,12, , ,26 of 30,241,3.15,$2156243,
2022-08-24 0006-30,Join,cono-cido007,188727030,188.208.13.178,13, , ,6 of 30,3,1.0,$171118,
2022-08-24 0006-30,Join,Kopatka,130190100,46.242.120.233,14, , ,30 of 30,147,1.31,$4990624,
2022-08-24 0006-30,Join,TheOneNike,187891039,95.91.252.128,15, , ,13 of 30,193,0.6,$871888,
2022-08-24 0006-30,Join,Demons_a1one,172631132,178.54.162.96,17, , ,10 of 30,201,1.68,$2269365,
2022-08-24 0006-30,Join,Drobash1256,106436724,94.181.204.179,18, , ,24 of 30,2025,19004232.0,$2146091980,
2022-08-24 0006-30,Join,IlI-IlIlIl-IlIl,182698707,88.137.182.185,19, , ,28 of 30,1003,3.69,$2770235,
2022-08-24 0006-30,Join,M1sssHa,46202151,109.60.150.211,20, , ,23 of 30,473,1.32,$350834506,
2022-08-24 0006-30,Join,haydarbtw,197695615,87.64.241.10,21, , ,11 of 30,48,0.49,$1339305,
2022-08-24 0006-30,Join,sytezaoh,200629409,91.165.130.99,22, ,Host,2 of 30,19,0.72,$436479,
2022-08-24 0006-30,Join,hoekjayson,203053565,83.82.36.156,23,Friend, ,27 of 30,153,0.8,$5798502,
2022-08-24 0006-30,Join,grace1337,85956500,84.72.24.142,24, , ,21 of 30,55,0.16,$36961122,
2022-08-24 0006-30,Join,alex27hut,147429312,82.79.15.91,25, , ,14 of 30,328,1.65,$502109,
2022-08-24 0006-30,Join,WybeKing,151870982,82.73.21.87,26, , ,8 of 30,689,0.56,$12374532,
2022-08-24 0006-30,Join,YTB-ToTo,212289871,91.165.130.99,27, , ,4 of 30,22,1.13,$5019,
2022-08-24 0006-30,Join,kopsi402,205405874,78.3.89.155,28, , ,18 of 30,35,0.22,$1073084,
2022-08-24 0006-41,Leave,Crowbar567,72287373,212.85.92.55,9, , ,3 of 30,196,2.6,$2309036,
2022-08-24 0006-41,Leave,Loopyrepair1,174347523,85.27.64.73,10, , ,5 of 30,73,0.23,$380402,
2022-08-24 0006-41,Leave,haydarbtw,197695615,87.64.241.10,21, , ,11 of 30,48,0.49,$1339305,
2022-08-24 0006-30,Join,xCandyxxx,77973851,86.20.38.195,29, , ,1 of 30,419,1.19,$2147483647,
2022-08-24 0007-14,Leave,xCandyxxx,77973851,86.20.38.195,29, , ,1 of 30,419,1.19,$2147483647,
2022-08-24 0006-31,Join,SunnyKruck,162173199,176.2.56.152,0, , ,20 of 30,124,0.64,$2824,
2022-08-24 0007-37,Leave,SunnyKruck,162173199,176.2.56.152,0, , ,20 of 30,124,0.64,$2824,
2022-08-24 0007-53,Leave,grace1337,85956500,84.72.24.142,24, , ,20 of 30,55,0.16,$36961122,
2022-08-24 0007-46,Join,kolo333,21145479,213.134.183.236,0, , ,21 of 29,0,0.0,$0,
2022-08-24 0008-03,Leave,sytezaoh,200629409,91.165.130.99,22, , ,2 of 29,19,0.72,$436479,
2022-08-24 0008-24,Join,doggfather666,94119144,195.249.41.144,22, , ,5 of 29,19,0.72,$436479,
2022-08-24 0008-40,Leave,hoekjayson,203053565,83.82.36.156,23,Friend, ,26 of 29,153,0.8,$5798502,
2022-08-24 0008-56,Leave,Loopyrepair1,174347523,85.27.64.73,10, , ,4 of 28,73,0.23,$380402,
2022-08-24 0009-14,Leave,YTB-ToTo,212289871,91.165.130.99,27, , ,3 of 27,22,1.13,$4539,
2022-08-24 0009-24,Leave,IlI-IlIlIl-IlIl,182698707,88.137.182.185,19, , ,25 of 27,1003,3.69,$2770235,
2022-08-24 0009-23,Join,K1kazek,128054978,185.157.14.105,10, , ,18 of 26,73,0.23,$380402,
2022-08-24 0009-38,Leave,_RDawG_,29610477,86.18.23.234,5, , ,10 of 26,46,0.42,$2259078,
2022-08-24 0011-03,Join,Loayzz,212175864,197.46.83.146,24, , ,20 of 29,55,0.16,$36961122,
2022-08-24 0009-53,Join,iiplayer1,154411366,8.41.6.166,5, , ,29 of 29,101,0.62,$2199576,
2022-08-24 0010-33,Join,cunhinhaa,136519964,46.166.182.67,19, , ,5 of 29,301,3.58,$3541777,
2022-08-24 0011-02,Join,DEMON-G6,168491070,197.46.2.127,23, , ,13 of 29,132,0.68,$1305387,
2022-08-24 0012-33,Leave,kolo333,21145479,213.134.183.236,0, , ,22 of 29,143,1.1,$716806,
2022-08-24 0012-45,Leave,DEMON-G6,168491070,197.46.2.127,23, , ,13 of 28,132,0.68,$1305387,
2022-08-24 0012-45,Leave,iiplayer1,154411366,8.41.6.166,5, , ,27 of 27,101,0.62,$2199576,
2022-08-24 0012-45,Leave,Loayzz,212175864,197.46.83.146,24, , ,19 of 27,38,0.9,$2367487,
2022-08-24 0012-57,Join,Kajo_destroyer,70454018,91.192.145.86,0, , ,18 of 26,83,0.21,$1712218,
2022-08-24 0014-15,Leave,257Colors,136623719,91.170.233.104,3, , ,23 of 26,168,2.9,$339730,
2022-08-24 0014-17,Join,i_hate_mk2s,100597106,78.148.110.63,3, , ,26 of 28,94,0.21,$207884,
2022-08-24 0015-29,Leave,haydarbtw,197695615,87.64.241.10,21, , ,11 of 28,48,0.49,$1338805,
2022-08-24 0015-35,Leave,Crowbar567,72287373,212.85.92.55,9, , ,2 of 27,196,2.6,$1954036,
2022-08-24 0014-57,Join,vanessa :),214565785,79.46.38.30,5, , ,19 of 26,700,1.5,$11337530,
2022-08-24 0015-48,Leave,alex27hut,147429312,82.79.15.91,25, , ,11 of 26,328,1.65,$498609,
2022-08-24 0015-48,Leave,Ethan_342,205670145,82.0.248.61,8, , ,11 of 25,73,0.6,$63344,
2022-08-24 0015-02,Join,NOT_FN4TIC,164398716,79.169.37.97,23, , ,3 of 25,267,0.77,$74181742,
2022-08-24 0015-59,Leave,vanessa :),214565785,79.46.38.30,5, , ,18 of 25,700,1.5,$11337530,
2022-08-24 0016-24,Leave,NOT_FN4TIC,164398716,79.169.37.97,23, , ,3 of 25,267,0.77,$74181742,
2022-08-24 0016-16,Join,Roriblitz,146301265,188.37.214.17,5, , ,17 of 24,700,1.5,$11337530,
2022-08-24 0015-49,Join,sxustek,166620554,5.174.210.75,8, , ,2 of 24,432,0.92,$377203878,
2022-08-24 0017-14,Leave,Kajo_destroyer,70454018,91.192.145.86,0, , ,15 of 24,83,0.21,$1712218,
2022-08-24 0017-40,Leave,doggfather666,94119144,195.249.41.144,22, , ,3 of 23,136,1.23,$363378964,
2022-08-24 0017-41,Leave,_CatSaimon_,123416945,95.54.62.198,7, , ,16 of 22,158,2.77,$28803155,
2022-08-24 0017-50,Leave,sxustek,166620554,5.174.210.75,8, , ,2 of 22,432,0.92,$377203878,
2022-08-24 0017-56,Join,hoekjayson,203053565,83.82.36.156,7,Friend, ,21 of 23,158,2.77,$28803155,
2022-08-24 0017-44,Join,twomas05,93612093,213.22.111.177,0, , ,7 of 24,183,1.76,$5474441,
2022-08-24 0018-05,Join,ILoveP996,174290606,128.0.101.242,8, , ,20 of 24,6969,2.24,$483286,High rank 
2022-08-24 0018-17,Join,Nosy_Roriblitz,158826332,89.152.72.137,9, , ,11 of 25,140,0.59,$1469352,
2022-08-24 0018-56,Join,smoothLightning_,128028265,84.27.92.61,21, , ,21 of 25,725,0.31,$1640165,
2022-08-24 0019-52,Leave,al_cashulin,143994087,46.39.255.103,6, , ,6 of 25,130,0.6,$26669785,
2022-08-24 0020-52,Leave,i_hate_mk2s,100597106,78.148.110.63,3, , ,22 of 25,94,0.21,$207884,
2022-08-24 0021-07,Leave,azizvapiano,163211290,92.154.95.44,8, , ,18 of 26,78,0.46,$1854921,High rank 
2022-08-24 0020-43,Join,madbluntzrs,154960055,143.159.145.238,6, , ,10 of 27,83,0.79,$2786176,
2022-08-24 0021-37,Join,TRFalexander,162450054,31.40.167.58,24, , ,2 of 28,38,0.9,$2367487,
2022-08-24 0020-56,Join,Z_y_k_l_o_n__B,59594138,109.43.113.234,3, , ,8 of 28,574,0.68,$29881515,
2022-08-24 0020-59,Join,Mihnea_17,108980344,89.165.252.180,22, , ,24 of 28,227,1.04,$24316378,
2022-08-24 0022-07,Leave,Demons_a1one,172631132,178.54.162.96,17, , ,9 of 28,201,1.68,$2416399,
2022-08-24 0022-08,Leave,Herrkanelbulle,106222042,155.4.34.9,12, , ,22 of 27,241,3.15,$2132383,
2022-08-24 0022-08,Leave,Z_y_k_l_o_n__B,59594138,109.43.113.234,3, , ,8 of 26,574,0.68,$29881515,
2022-08-24 0022-08,Leave,twomas05,93612093,213.22.111.177,0, , ,7 of 25,183,1.76,$5473941,
2022-08-24 0022-08,Leave,Roriblitz,146301265,188.37.214.17,5, , ,17 of 24,118,1.18,$166297,
2022-08-24 0022-08,Leave,TheOneNike,187891039,95.91.252.128,15, , ,7 of 24,193,0.6,$870888,
2022-08-24 0022-08,Leave,cunhinhaa,136519964,46.166.182.67,19, , ,4 of 24,302,3.58,$14049277,
2022-08-24 0022-08,Leave,smoothLightning_,128028265,84.27.92.61,21, , ,21 of 24,725,0.31,$1640165,
2022-08-24 0022-08,Leave,BLACKSKY2033,161433005,86.239.19.109,2, , ,7 of 20,396,2.02,$641671,
2022-08-24 0022-08,Leave,mr_starfire123,120847773,94.175.50.5,4, , ,4 of 20,10,0.39,$95864,
2022-08-24 0022-08,Leave,madbluntzrs,154960055,143.159.145.238,6, , ,6 of 20,83,0.79,$2786176,
2022-08-24 0022-08,Leave,hoekjayson,203053565,83.82.36.156,7,Friend, ,18 of 20,153,0.8,$5796502,
2022-08-24 0022-08,Leave,Nosy_Roriblitz,158826332,89.152.72.137,9, , ,8 of 20,140,0.59,$1467852,
2022-08-24 0022-08,Leave,K1kazek,128054978,185.157.14.105,10, , ,13 of 20,51,0.93,$1077831,
2022-08-24 0022-08,Leave,Voideka_,183366130,151.225.215.2,11, , ,19 of 20,44,0.14,$749586,
2022-08-24 0022-08,Leave,cono-cido007,188727030,188.208.13.178,13, , ,3 of 20,3,1.0,$170495,
2022-08-24 0022-08,Leave,Kopatka,130190100,46.242.120.233,14, , ,20 of 20,147,1.31,$4990124,Un-Dead 
2022-08-24 0022-08,Leave,Drobash1256,106436724,94.181.204.179,18, , ,16 of 20,2025,19004232.0,$2146094980,High K/D High $ High rank 
2022-08-24 0022-08,Leave,M1sssHa,46202151,109.60.150.211,20, , ,15 of 20,473,1.32,$350820023,
2022-08-24 0022-08,Leave,Mihnea_17,108980344,89.165.252.180,22, , ,17 of 20,227,1.04,$24316378,
2022-08-24 0022-08,Leave,WybeKing,151870982,82.73.21.87,26, , ,5 of 20,689,0.56,$12357306,
2022-08-24 0022-08,Leave,kopsi402,205405874,78.3.89.155,28, , ,10 of 20,35,0.22,$1072884,
2022-08-24 0022-16,Leave,TRFalexander,162450054,31.40.167.58,24, , ,2 of 3,0,0.0,$0,
2022-08-24 0027-13,Leave,xCandyxxx,77973851,86.20.38.195,29, ,Host,1 of 1,419,1.19,$2147483647,
2022-08-24 0027-37,Join,RCHALANN,160351287,179.6.48.195,2, , ,3 of 30,15,0.55,$113201,
2022-08-24 0027-37,Join,esguider,203077339,181.29.246.60,3, , ,24 of 30,90,0.44,$30251,
2022-08-24 0027-37,Join,Gelinne,163208628,190.2.119.11,4, , ,10 of 30,46,0.37,$875607,
2022-08-24 0027-37,Join,PatryrtaP,203368863,200.115.201.117,5, , ,20 of 30,11,0.72,$148258,
2022-08-24 0027-37,Join,Lanhouse14520,158557673,177.37.147.186,7, , ,8 of 30,80,0.65,$229,
