GeeSkid v1.05
Date/Time,Join/Leave,Name,SCID,IP,PID,Friend,Host,Host Priority,Rank,K/D,Money,Modder Flags
2022-08-23 0103-36,Leave,ranchh2drip,146386271,99.229.254.198,9, , ,2 of 27,137,0.54,$1308763,
2022-08-23 0103-50,Leave,Uwantbombs1,202676268,172.58.86.138,6, , ,2 of 25,83,1.01,$956067,God-Mode 
2022-08-23 0103-51,Leave,blakeand,146473017,24.101.125.143,21, , ,5 of 24,108,1.16,$9781833,
2022-08-23 0102-58,Join,xx__gabbed__xx,146998583,74.12.63.228,25, , ,13 of 23,101,0.88,$1268334,
2022-08-23 0104-59,Join,credxfn,194312646,35.139.181.220,1, , ,19 of 24,2029,1.45,$1773447,High rank 
2022-08-23 0105-43,Leave,credxfn,194312646,35.139.181.220,1, , ,19 of 24,2029,1.45,$1773447,High rank 
2022-08-23 0106-06,Leave,WD40MUP,154370327,74.12.63.228,19, , ,23 of 24,108,0.65,$1662665,
2022-08-23 0106-06,Leave,echomatize,83428163,184.162.226.141,20, , ,16 of 24,51,1.29,$205994,
2022-08-23 0106-06,Leave,tonidesroches,203490829,76.64.252.223,22, , ,24 of 24,15,0.37,$1421180,
2022-08-23 0106-06,Leave,xx__gabbed__xx,146998583,74.12.63.228,25, , ,13 of 24,101,0.88,$1268334,
2022-08-23 0106-46,Leave,dylan2692,118928535,184.91.99.209,11, , ,16 of 20,64,0.08,$49193,
2022-08-23 0106-53,Leave,stevenmarrs,209382532,71.219.80.127,0, , ,7 of 19,137,0.5,$75072,
2022-08-23 0106-53,Leave,credxfn,194312646,35.139.181.220,1, , ,16 of 19,2029,1.45,$1773447,High rank 
2022-08-23 0106-53,Leave,TexasKidd,1521,73.27.251.56,2, , ,18 of 19,124,1.5,$35334293,IP Spoof OTR > 3 Min God-Mode 
2022-08-23 0106-53,Leave,BonnieGaming804,210502412,108.75.244.21,3, , ,6 of 19,63,0.47,$497693,
2022-08-23 0106-53,Leave,Vossichi,38349568,68.34.120.2,8, , ,9 of 19,429,1.13,$1039932376,High $ 
2022-08-23 0106-53,Leave,picazogirl,214249124,201.205.177.4,10, , ,5 of 19,31,1.33,$177861,
2022-08-23 0106-53,Leave,Flamezz90,203341962,98.124.68.248,12, , ,10 of 19,300,1.5,$1258399809,High $ 
2022-08-23 0106-53,Leave,Robotic_Brenden,73152991,68.49.174.108,13, , ,17 of 19,168,1.29,$3240805,
2022-08-23 0106-53,Leave,SW3ATYKEYBOARD,211801489,204.237.0.124,14, , ,3 of 19,205,0.57,$4289438,
2022-08-23 0106-53,Leave,Mushroom_on_weed,197614859,66.131.207.100,16, , ,14 of 19,122,0.66,$171181,God-Mode 
2022-08-23 0106-53,Leave,Wickedlolife,47564611,216.126.34.145,17, , ,12 of 19,4239,0.1,$23398821,High rank 
2022-08-23 0106-53,Leave,Juni85,28197610,72.84.77.192,23, , ,4 of 19,77,0.27,$401756,
2022-08-23 0106-53,Leave,LED_Recon,147488668,174.44.80.155,26, , ,13 of 19,44,0.47,$1436032,
2022-08-23 0106-53,Leave,LentWolf4,160442703,73.137.168.112,27, , ,8 of 19,70,0.85,$145083,
2022-08-23 0106-53,Leave,BEATSnREMIX,55527352,68.174.210.42,28, , ,19 of 19,1723,1.5,$1522249197,High $ High rank 
2022-08-23 0106-53,Leave,XacksWorld,187146709,186.32.53.214,29, , ,11 of 19,27,0.75,$904711,
2022-08-23 0106-53,Leave,Lighting_11,186309717,24.107.237.199,4, ,Host,2 of 2,39,0.12,$239191,
2022-08-23 0107-11,Leave,xCandyxxx,77973851,86.20.38.195,24, ,Host,1 of 1,420,1.19,$2147483647,
2022-08-23 0107-35,Join,KaiuShou,211749107,89.242.92.193,1, , ,19 of 28,80,1.22,$7640500,
2022-08-23 0107-35,Join,Emot_state,156919455,151.42.192.30,2, , ,6 of 28,156,1.89,$575443090,
2022-08-23 0107-35,Join,willy8D,76917790,213.194.144.101,3, , ,26 of 28,172,0.53,$73965239,
2022-08-23 0107-35,Join,Colibri_YT,128571508,80.30.139.33,4, , ,25 of 28,113,1.99,$22762895,
2022-08-23 0107-35,Join,Prodigylovesu,11205248,95.91.242.196,6, , ,4 of 28,270,0.84,$17149019,
2022-08-23 0107-35,Join,AmaanyBro14,89041013,81.103.84.56,7, , ,23 of 28,429,0.64,$202864179,
2022-08-23 0107-35,Join,ItsAlexYoWassup,87342210,86.183.105.151,8, , ,22 of 28,334,0.63,$71094495,
2022-08-23 0107-35,Join,Vogayache32,194629869,46.5.228.219,9, , ,11 of 28,409,0.37,$2147422951,
2022-08-23 0107-35,Join,Swifti59,154867564,88.169.78.44,10, , ,28 of 28,120,0.75,$420068,
2022-08-23 0107-35,Join,Paul_9399,140291275,92.193.51.161,11, , ,9 of 28,100,0.58,$2064575,
2022-08-23 0107-35,Join,Lagitteurr,202765397,90.45.8.70,12, , ,5 of 28,55,0.28,$351170,
2022-08-23 0107-35,Join,Frunk__,96873926,77.78.38.104,15, , ,27 of 28,95,1.64,$36344956,
2022-08-23 0107-35,Join,llAKSHll,155606805,156.194.136.154,16, , ,8 of 28,208,3.78,$35435744,
2022-08-23 0107-35,Join,/oxy,1337,62.182.98.181,17, , ,2 of 28,779,6.44,$98571928,IP Spoof 
2022-08-23 0107-35,Join,Blaze.it,94978623,95.250.94.254,18, , ,16 of 28,280,0.87,$7315987,
2022-08-23 0107-35,Join,pierre2922,184137232,83.135.243.147,19, , ,14 of 28,145,0.56,$363064,
2022-08-23 0107-35,Join,Snowisgood,192124192,94.13.3.133,20, , ,20 of 28,7502,3.58,$2146175294,
2022-08-23 0107-35,Join,Yecats02,190978085,2.223.175.252,22, , ,13 of 28,110,0.26,$958950,
2022-08-23 0107-35,Join,Maveshh,21880531,77.10.62.35,25, ,Host,3 of 28,156,0.82,$2849440,
2022-08-23 0107-35,Join,Keke_Kanal,207360927,91.137.24.26,27, , ,12 of 28,130,1.14,$5047468,
2022-08-23 0107-35,Join,xNisz_,206926308,178.214.30.235,28, , ,17 of 28,23,1.0,$3805517,
2022-08-23 0107-46,Leave,AmaanyBro14,89041013,81.103.84.56,7, , ,23 of 28,429,0.64,$202864179,
2022-08-23 0107-46,Leave,Frunk__,96873926,77.78.38.104,15, , ,27 of 28,95,1.64,$36344956,
2022-08-23 0107-36,Join,Fede_KFU,207651378,37.11.221.238,0, , ,24 of 28,61,0.2,$1008853,
2022-08-23 0107-47,Leave,Fede_KFU,207651378,37.11.221.238,0, , ,24 of 28,61,0.2,$1008853,
2022-08-23 0107-35,Join,xCandyxxx,77973851,86.20.38.195,24, , ,1 of 29,420,1.19,$2147483647,
2022-08-23 0107-37,Join,heavymetal_man,75638846,5.139.117.116,5, , ,18 of 29,186,0.94,$426969,
2022-08-23 0108-31,Leave,heavymetal_man,75638846,5.139.117.116,5, , ,18 of 29,186,0.94,$426969,
2022-08-23 0108-07,Join,YouNext81,94132112,87.178.121.94,26, , ,20 of 30,176,1.09,$15005381,
2022-08-23 0109-22,Leave,heavymetal_man,75638846,5.139.117.116,5, , ,18 of 30,186,0.94,$426969,
2022-08-23 0108-42,Join,A1mZ_-,203730502,31.16.192.220,29, , ,29 of 29,582,4.73,$2129730168,High $ 
2022-08-23 0110-13,Join,bordeIhaze,104617598,188.242.59.120,5, , ,29 of 30,144,0.68,$886883,
2022-08-23 0110-59,Leave,Keke_Kanal,207360927,91.137.24.26,27, , ,12 of 30,130,1.14,$5047468,
2022-08-23 0112-18,Leave,Snowisgood,192124192,94.13.3.133,20, , ,20 of 30,7502,3.58,$2146175294,High $ High rank God-Mode 
2022-08-23 0111-36,Join,NINOVEZ,151893679,188.37.94.11,27, , ,17 of 29,521,0.7,$409989,
2022-08-23 0112-45,Leave,Frunk__,96873926,77.78.38.104,15, , ,26 of 29,95,1.64,$36344456,
2022-08-23 0113-18,Leave,pierre2922,184137232,83.135.243.147,19, , ,14 of 29,145,0.56,$363064,
2022-08-23 0113-48,Leave,Fede_KFU,207651378,37.11.221.238,0, , ,22 of 27,61,0.2,$1007803,
2022-08-23 0113-48,Leave,Emot_state,156919455,151.42.192.30,2, , ,6 of 27,156,1.89,$575443090,
2022-08-23 0113-48,Leave,Prodigylovesu,11205248,95.91.242.196,6, , ,4 of 27,270,0.84,$17139019,
2022-08-23 0113-48,Leave,AmaanyBro14,89041013,81.103.84.56,7, , ,21 of 27,429,0.64,$202864179,
2022-08-23 0113-48,Leave,ItsAlexYoWassup,87342210,86.183.105.151,8, , ,20 of 27,334,0.63,$70643380,
2022-08-23 0113-48,Leave,Vogayache32,194629869,46.5.228.219,9, , ,11 of 27,409,0.37,$2147422951,High $ 
2022-08-23 0113-48,Leave,Swifti59,154867564,88.169.78.44,10, , ,25 of 27,120,0.75,$420068,
2022-08-23 0113-48,Leave,Yecats02,190978085,2.223.175.252,22, , ,12 of 27,110,0.26,$958950,
2022-08-23 0113-48,Leave,A1mZ_-,203730502,31.16.192.220,29, , ,27 of 27,582,4.73,$2129731168,High $ 
2022-08-23 0113-49,Leave,KaiuShou,211749107,89.242.92.193,1, , ,12 of 17,80,1.22,$6905438,God-Mode 
2022-08-23 0113-49,Leave,willy8D,76917790,213.194.144.101,3, , ,16 of 17,172,0.53,$73478575,
2022-08-23 0113-49,Leave,Colibri_YT,128571508,80.30.139.33,4, , ,15 of 17,113,1.99,$22762395,
2022-08-23 0113-49,Leave,bordeIhaze,104617598,188.242.59.120,5, , ,17 of 17,144,0.68,$886883,
2022-08-23 0113-49,Leave,Paul_9399,140291275,92.193.51.161,11, , ,7 of 17,100,0.58,$2064575,
2022-08-23 0113-49,Leave,Lagitteurr,202765397,90.45.8.70,12, , ,4 of 17,55,0.28,$350275,
2022-08-23 0113-49,Leave,llAKSHll,155606805,156.194.136.154,16, , ,6 of 17,208,3.78,$35530744,God-Mode 
2022-08-23 0113-49,Leave,/oxy,1337,62.182.98.181,17, , ,2 of 17,779,6.44,$98571928,IP Spoof OTR > 3 Min High K/D 
2022-08-23 0113-49,Leave,Blaze.it,94978623,95.250.94.254,18, , ,9 of 17,280,0.87,$7315487,
2022-08-23 0113-49,Leave,Maveshh,21880531,77.10.62.35,25, , ,3 of 17,156,0.82,$2939436,
2022-08-23 0113-49,Leave,YouNext81,94132112,87.178.121.94,26, , ,13 of 17,176,1.09,$15005381,
2022-08-23 0113-49,Leave,NINOVEZ,151893679,188.37.94.11,27, , ,11 of 17,521,0.7,$409989,
2022-08-23 0113-49,Leave,xNisz_,206926308,178.214.30.235,28, , ,10 of 17,23,1.0,$3285517,
2022-08-23 0115-09,Leave,xCandyxxx,77973851,86.20.38.195,24, ,Host,1 of 1,420,1.19,$2147483647,
2022-08-23 0115-56,Join,Sheiron97,190221147,86.127.225.176,0, , ,13 of 30,109,0.28,$32481777,
2022-08-23 0115-56,Join,pbscorpion,184904638,186.224.224.125,1, , ,6 of 30,235,1.05,$326470437,
2022-08-23 0115-56,Join,ZzRammi,139566536,190.108.78.182,2, , ,25 of 30,155,0.57,$3878230,
2022-08-23 0115-56,Join,1lilsasa,204168141,41.237.113.107,3, , ,8 of 30,106,0.4,$988640,
2022-08-23 0115-56,Join,dareusor93,206055080,190.196.74.168,4, , ,12 of 30,79,0.22,$25452413,
2022-08-23 0115-56,Join,dnx557,156699324,190.161.254.48,5, , ,15 of 30,253,1.89,$3999514,
2022-08-23 0115-56,Join,Bastiblero,168870382,138.84.35.140,6, , ,5 of 30,364,0.89,$10606510,
2022-08-23 0115-56,Join,LUCH1_x,197342658,186.0.211.68,8, , ,30 of 30,101,0.4,$1983792,
2022-08-23 0115-56,Join,PaNda13L0Uco,144487729,45.180.110.30,9, , ,2 of 30,257,1.8,$2106461656,
2022-08-23 0115-56,Join,Dolfir,198512434,186.107.230.62,10, , ,14 of 30,73,0.19,$315429,
2022-08-23 0115-56,Join,JSoares82,151181945,177.87.165.113,12, , ,26 of 30,375,1.58,$177161009,
2022-08-23 0115-56,Join,Gutosooh,109533106,143.255.62.130,14, , ,21 of 30,77,0.89,$2296925,
2022-08-23 0115-56,Join,WOLF-ALTF4,105743771,190.47.254.202,16, , ,18 of 30,120,0.59,$9506297,
2022-08-23 0115-56,Join,ZacG4mers,120800116,200.163.150.99,17, , ,27 of 30,134,0.46,$380428982,
2022-08-23 0115-56,Join,DuendeRompeOrt,138067521,186.48.202.71,18, , ,28 of 30,74,0.44,$3775078,
2022-08-23 0115-56,Join,angeloelmito,13126396,138.186.117.73,19, , ,16 of 30,154,2.22,$238831019,
2022-08-23 0115-56,Join,LEX5678,211024990,179.228.95.133,21, , ,23 of 30,40,0.31,$4807200,
2022-08-23 0115-56,Join,McGregor181,163303445,190.229.5.169,22, , ,19 of 30,263,1.25,$10691180,
2022-08-23 0115-56,Join,200pablo,110254928,190.46.125.95,23, , ,20 of 30,145,0.74,$10178787,
2022-08-23 0115-56,Join,Cate11,105200470,186.13.96.99,24, , ,17 of 30,333,1.02,$8252592,
2022-08-23 0115-56,Join,travistowers,58236540,201.246.140.246,25, , ,10 of 30,125,0.96,$3555748,
2022-08-23 0115-56,Join,NOWSYOURCHANCE,160320370,190.22.35.19,26, , ,9 of 30,173,2.63,$4576870,
2022-08-23 0115-56,Join,panchoooo93,102317331,200.120.116.105,27, , ,24 of 30,300,0.79,$26962244,
2022-08-23 0116-07,Leave,Sheiron97,190221147,86.127.225.176,0, , ,13 of 30,109,0.28,$32481777,
2022-08-23 0116-07,Leave,Gutosooh,109533106,143.255.62.130,14, , ,21 of 30,77,0.89,$2296925,
2022-08-23 0116-07,Leave,LEX5678,211024990,179.228.95.133,21, , ,23 of 30,40,0.31,$4807200,
2022-08-23 0116-07,Leave,200pablo,110254928,190.46.125.95,23, , ,20 of 30,145,0.74,$10178787,
2022-08-23 0115-56,Join,VoidKaj,191987323,181.46.57.14,7, , ,11 of 30,86,0.52,$5013865,
2022-08-23 0115-56,Join,ReaperZ11Z,156811110,179.37.69.64,13, ,Host,3 of 30,138,6.14,$30040818,High K/D 
2022-08-23 0116-28,Leave,ReaperZ11Z,156811110,179.37.69.64,13, ,Host,3 of 30,138,6.14,$30040818,High K/D 
2022-08-23 0116-30,Leave,1lilsasa,204168141,41.237.113.107,3, , ,8 of 30,106,0.4,$988640,
2022-08-23 0116-30,Leave,Sheiron97,190221147,86.127.225.176,0, , ,12 of 29,109,0.28,$32481777,
2022-08-23 0116-31,Leave,NOWSYOURCHANCE,160320370,190.22.35.19,26, , ,8 of 28,173,2.63,$4576370,
2022-08-23 0116-35,Leave,Dolfir,198512434,186.107.230.62,10, , ,11 of 26,73,0.19,$315429,
2022-08-23 0116-35,Leave,Gutosooh,109533106,143.255.62.130,14, , ,17 of 25,77,0.89,$2296925,
2022-08-23 0116-35,Leave,angeloelmito,13126396,138.186.117.73,19, , ,12 of 24,154,2.22,$238831019,
2022-08-23 0116-35,Leave,McGregor181,163303445,190.229.5.169,22, , ,15 of 24,263,1.25,$10691180,
2022-08-23 0116-35,Leave,200pablo,110254928,190.46.125.95,23, , ,16 of 24,145,0.74,$10178787,
2022-08-23 0116-35,Leave,Cate11,105200470,186.13.96.99,24, , ,13 of 24,333,1.02,$8252592,
2022-08-23 0116-35,Leave,pbscorpion,184904638,186.224.224.125,1, , ,6 of 19,235,1.05,$326470437,
2022-08-23 0116-35,Leave,dareusor93,206055080,190.196.74.168,4, , ,9 of 19,79,0.22,$25452413,
2022-08-23 0116-35,Leave,JSoares82,151181945,177.87.165.113,12, , ,16 of 19,375,1.58,$177161009,
2022-08-23 0116-35,Leave,DuendeRompeOrt,138067521,186.48.202.71,18, , ,18 of 19,74,0.44,$3775078,
2022-08-23 0116-36,Leave,dnx557,156699324,190.161.254.48,5, , ,8 of 15,253,1.89,$3999514,
2022-08-23 0116-36,Leave,ZzRammi,139566536,190.108.78.182,2, , ,12 of 14,155,0.57,$3878230,
2022-08-23 0116-36,Leave,LUCH1_x,197342658,186.0.211.68,8, , ,14 of 14,101,0.4,$1983792,
2022-08-23 0116-36,Leave,ZacG4mers,120800116,200.163.150.99,17, , ,13 of 14,134,0.46,$380428982,
2022-08-23 0116-37,Leave,travistowers,58236540,201.246.140.246,25, , ,6 of 11,125,0.96,$3555748,
2022-08-23 0116-38,Leave,WOLF-ALTF4,105743771,190.47.254.202,16, , ,7 of 10,120,0.59,$9506297,
2022-08-23 0115-56,Join,xCandyxxx,77973851,86.20.38.195,29, , ,1 of 9,420,1.19,$2147483647,
2022-08-23 0116-50,Leave,Bastiblero,168870382,138.84.35.140,6, , ,5 of 8,364,0.89,$10606510,
2022-08-23 0116-50,Leave,VoidKaj,191987323,181.46.57.14,7, , ,6 of 8,86,0.52,$5013865,
2022-08-23 0116-50,Leave,PaNda13L0Uco,144487729,45.180.110.30,9, , ,2 of 8,257,1.8,$2106461656,High $ 
2022-08-23 0116-50,Leave,ReaperZ11Z,156811110,179.37.69.64,13, ,Host,3 of 8,138,6.14,$30040818,High K/D 
2022-08-23 0116-50,Leave,LEX5678,211024990,179.228.95.133,21, , ,7 of 8,40,0.31,$4806700,
2022-08-23 0116-50,Leave,panchoooo93,102317331,200.120.116.105,27, , ,8 of 8,300,0.79,$26962244,
2022-08-23 0116-50,Leave,xCandyxxx,77973851,86.20.38.195,29, , ,1 of 8,420,1.19,$2147483647,
2022-08-23 0117-15,Join,CheeseFiddler47,105509453,71.62.114.28,0, , ,4 of 28,121,0.7,$2147483647,
2022-08-23 0117-15,Join,AdamGAYYY,210592817,73.219.32.116,1, , ,25 of 28,213,2.14,$173097,
2022-08-23 0117-15,Join,PiresEdilon,204693125,108.5.88.17,5, , ,23 of 28,149,0.35,$4126538,
2022-08-23 0117-15,Join,zyMunk,213744724,68.231.233.180,6, , ,10 of 28,115,2.0,$3751502,
2022-08-23 0117-15,Join,ZACHZOUTV,203950754,174.92.193.228,8, , ,24 of 28,244,1.08,$4299155,
2022-08-23 0117-15,Join,WaterBuffalo08,214934276,100.14.203.16,9, , ,26 of 28,169,4.0,$2860143,
2022-08-23 0117-15,Join,DommEMommy,20219769,76.177.90.235,10, , ,14 of 28,81,0.83,$1741025,
2022-08-23 0117-15,Join,Spartan117R,63781646,99.230.246.226,12, , ,2 of 28,123,0.75,$239778,
2022-08-23 0117-15,Join,XLII__LXIX,203433015,37.19.199.147,14, , ,19 of 28,526,5.04,$2053581368,
2022-08-23 0117-15,Join,N3VRS0FT,9667210,65.93.118.18,15, , ,6 of 28,83,0.9,$195722,
2022-08-23 0117-15,Join,14Evers,190740810,72.213.238.214,16, , ,12 of 28,152,0.41,$5440569,
2022-08-23 0117-15,Join,MrGrinch02,210250322,174.76.52.172,17, , ,13 of 28,7,0.27,$6411148,
2022-08-23 0117-15,Join,JOHNS2538,203169133,174.88.170.18,18, , ,9 of 28,119,1.16,$537099,
2022-08-23 0117-15,Join,Papaisma1976,122409184,70.81.117.153,19, , ,3 of 28,517,1.94,$952531061,
2022-08-23 0117-15,Join,Burntcookies442,33199543,71.62.114.28,20, , ,11 of 28,432,1.26,$274388262,
2022-08-23 0117-15,Join,link.hylain,26369551,209.203.211.140,22, , ,16 of 28,173,0.68,$1179507,
2022-08-23 0117-15,Join,spookkie,193055076,159.2.193.145,24, , ,27 of 28,401,0.65,$2169933,
2022-08-23 0117-15,Join,Raphil-360,134621974,76.65.144.241,26, , ,7 of 28,161,0.4,$5546138,
2022-08-23 0117-15,Join,Lazerdude_2557,126669529,174.118.136.25,27, , ,28 of 28,82,0.55,$624947,
2022-08-23 0117-15,Join,Lemunt,20726628,24.157.137.20,28, , ,5 of 28,441,0.66,$9154631,
2022-08-23 0117-15,Join,dawinp,203166739,174.88.170.18,29, , ,18 of 28,98,0.69,$2794259,
2022-08-23 0117-26,Leave,CheeseFiddler47,105509453,71.62.114.28,0, , ,4 of 28,121,0.7,$2147483647,
2022-08-23 0117-26,Leave,N3VRS0FT,9667210,65.93.118.18,15, , ,6 of 28,83,0.9,$195722,
2022-08-23 0117-26,Leave,Burntcookies442,33199543,71.62.114.28,20, , ,11 of 28,432,1.26,$274388262,
2022-08-23 0117-26,Leave,Lemunt,20726628,24.157.137.20,28, , ,5 of 28,441,0.66,$9154631,
2022-08-23 0117-15,Join,3Dsanta,105152641,65.60.150.68,3, , ,20 of 28,125,0.47,$205217062,
2022-08-23 0117-59,Leave,AdamGAYYY,210592817,73.219.32.116,1, , ,25 of 28,213,2.14,$173097,
2022-08-23 0117-59,Leave,3Dsanta,105152641,65.60.150.68,3, , ,20 of 28,125,0.47,$205217062,
2022-08-23 0117-59,Leave,PiresEdilon,204693125,108.5.88.17,5, , ,23 of 28,149,0.35,$4126538,
2022-08-23 0117-59,Leave,zyMunk,213744724,68.231.233.180,6, , ,10 of 28,115,2.0,$3751502,
2022-08-23 0117-59,Leave,ZACHZOUTV,203950754,174.92.193.228,8, , ,24 of 28,244,1.08,$4299155,
2022-08-23 0117-59,Leave,WaterBuffalo08,214934276,100.14.203.16,9, , ,26 of 28,169,4.0,$2860143,
2022-08-23 0117-59,Leave,DommEMommy,20219769,76.177.90.235,10, , ,14 of 28,81,0.83,$1741025,
2022-08-23 0117-59,Leave,Spartan117R,63781646,99.230.246.226,12, , ,2 of 28,123,0.75,$239778,
2022-08-23 0117-59,Leave,XLII__LXIX,203433015,37.19.199.147,14, , ,19 of 28,526,5.04,$2053581368,
2022-08-23 0117-59,Leave,N3VRS0FT,9667210,65.93.118.18,15, , ,6 of 28,83,0.9,$195722,
2022-08-23 0117-59,Leave,14Evers,190740810,72.213.238.214,16, , ,12 of 28,152,0.41,$5440569,
2022-08-23 0117-59,Leave,MrGrinch02,210250322,174.76.52.172,17, , ,13 of 28,7,0.27,$6411148,
2022-08-23 0117-59,Leave,JOHNS2538,203169133,174.88.170.18,18, , ,9 of 28,119,1.16,$537099,
2022-08-23 0117-59,Leave,Papaisma1976,122409184,70.81.117.153,19, , ,3 of 28,517,1.94,$952531061,
2022-08-23 0117-59,Leave,Burntcookies442,33199543,71.62.114.28,20, , ,11 of 28,432,1.26,$274388262,
2022-08-23 0117-59,Leave,link.hylain,26369551,209.203.211.140,22, , ,16 of 28,173,0.68,$1179507,
2022-08-23 0117-59,Leave,spookkie,193055076,159.2.193.145,24, , ,27 of 28,401,0.65,$2169933,
2022-08-23 0117-59,Leave,Raphil-360,134621974,76.65.144.241,26, , ,7 of 28,161,0.4,$5546138,
2022-08-23 0117-59,Leave,Lazerdude_2557,126669529,174.118.136.25,27, , ,28 of 28,82,0.55,$624947,
2022-08-23 0117-59,Leave,Lemunt,20726628,24.157.137.20,28, , ,5 of 28,441,0.66,$9154631,
2022-08-23 0117-59,Leave,dawinp,203166739,174.88.170.18,29, , ,18 of 28,98,0.69,$2794259,
2022-08-23 0118-28,Join,QuiKieY,134168974,173.91.32.22,1, , ,5 of 30,130,1.04,$87406837,
2022-08-23 0118-28,Join,Cannur,79882287,172.222.47.122,2, , ,25 of 30,85,0.3,$2380571,
2022-08-23 0118-28,Join,Zdollarsign,90955992,173.50.102.140,3, , ,10 of 30,170,1.14,$21552547,
2022-08-23 0118-28,Join,thatgamer1203,185560710,71.232.244.38,4,Friend, ,9 of 30,314,0.76,$10182697,
2022-08-23 0118-28,Join,TheNiceDice,199832282,98.62.76.246,5, , ,7 of 30,34,0.13,$101057,
2022-08-23 0118-28,Join,Druziii,210337030,191.101.174.157,6, , ,27 of 30,267,1.6,$1656467274,
