GeeSkid v1.05
Date/Time,Join/Leave,Name,SCID,IP,PID,Friend,Host,Host Priority,Rank,K/D,Money,Modder Flags
2022-08-20 1443-01,Leave,Ethicsmetal,195873094,31.42.92.177,1, , ,11 of 28,205,0.6,$72041334,
2022-08-20 1443-03,Join,smvllkitas,179661198,37.23.17.158,1, , ,6 of 29,205,0.6,$72041334,
2022-08-20 1443-20,Leave,Gianis7500,150590428,2.85.219.239,13, , ,17 of 30,41,1.45,$882531,
2022-08-20 1442-28,Join,potus2s-,135786312,89.180.12.53,4, , ,27 of 29,154,0.48,$9894637,
2022-08-20 1443-22,Leave,potus2s-,135786312,89.180.12.53,4, , ,27 of 29,154,0.48,$9894637,
2022-08-20 1442-40,Join,-XAZOV-,178456105,178.174.137.4,21, , ,23 of 29,505,8.39,$2028204962,High K/D High $ 
2022-08-20 1443-04,Join,biniu_123,195246413,185.21.87.204,7, , ,22 of 30,1,0.62,$10288294,
2022-08-20 1444-00,Leave,Radu1410enduro,198560378,89.137.31.246,6, , ,30 of 30,60,0.86,$1343328,
2022-08-20 1443-15,Join,MFH1_Inz,180874781,87.241.105.139,24, , ,6 of 29,149,1.71,$54232472,
2022-08-20 1444-29,Leave,smvllkitas,179661198,37.23.17.158,1, , ,7 of 30,51,0.57,$0,
2022-08-20 1443-32,Join,EemeIi_s,212814255,188.238.37.44,13, , ,22 of 30,24,0.47,$45610,
2022-08-20 1444-38,Leave,Kapka20,121824241,89.64.33.164,28, , ,5 of 30,30,0.22,$115960,
2022-08-20 1444-45,Leave,MFH1_Inz,180874781,87.241.105.139,24, , ,5 of 30,149,1.71,$54232472,
2022-08-20 1444-44,Join,Hackanome,157879463,81.236.2.150,28, , ,11 of 29,30,0.22,$115960,
2022-08-20 1445-17,Leave,DenseeS,148100081,78.137.18.3,14, , ,14 of 30,104,1.17,$8118407,
2022-08-20 1445-17,Leave,schikutu,191656833,87.117.185.121,17, , ,17 of 29,120,0.38,$9103,
2022-08-20 1445-17,Leave,Sekaaaa06,131294719,109.92.168.133,23, , ,10 of 29,415,1.0,$209188,
2022-08-20 1445-19,Leave,__Zal64__,164794812,149.200.108.215,16, , ,7 of 27,211,0.9,$224175,
2022-08-20 1444-33,Join,Bylova0202,133489766,31.173.84.13,1, , ,7 of 26,100,0.92,$10132836,
2022-08-20 1445-42,Join,Jorcratch,204650631,149.91.182.200,16, , ,5 of 29,211,0.9,$224175,
2022-08-20 1445-30,Join,Maxym_45,74420159,80.215.133.117,14, , ,20 of 30,119,0.91,$1819784,
2022-08-20 1445-55,Join,B_O_R_L_A_N_Dsel,137452789,146.120.241.22,23, , ,5 of 30,103,0.72,$493442,
2022-08-20 1445-50,Join,Burka7777,178649146,188.0.175.146,17, , ,16 of 30,110,0.76,$5418,
2022-08-20 1447-06,Leave,Burka7777,178649146,188.0.175.146,17, , ,16 of 30,110,0.76,$5418,
2022-08-20 1447-22,Join,Shadow33X,201138376,188.25.15.103,17, , ,17 of 30,110,0.76,$5418,
2022-08-20 1447-56,Leave,Maxym_45,74420159,80.215.133.117,14, , ,19 of 30,119,0.91,$1819784,
2022-08-20 1446-58,Join,Crazywinner21,135655954,84.171.28.53,6, , ,21 of 29,25,0.56,$368904,
2022-08-20 1447-58,Leave,Crazywinner21,135655954,84.171.28.53,6, , ,21 of 29,25,0.56,$368904,
2022-08-20 1448-51,Leave,potus2s-,135786312,89.180.12.53,4, , ,30 of 31,154,0.48,$9894637,
2022-08-20 1448-56,Leave,Bylova0202,133489766,31.173.84.13,1, , ,9 of 30,100,0.92,$10130836,
2022-08-20 1448-01,Join,icecool22,77235201,46.16.28.133,14, , ,21 of 29,149,0.42,$43399962,
2022-08-20 1449-38,Leave,B_O_R_L_A_N_Dsel,137452789,146.120.241.22,23, , ,5 of 31,103,0.72,$493442,
2022-08-20 1448-46,Join,Paluten,31564369,91.39.158.241,30, , ,21 of 30,8000,64.64,$2521146,Sound Spam High K/D High rank 
2022-08-20 1449-51,Join,Pan_Szop,140190610,46.204.96.231,23, , ,22 of 31,103,0.72,$493442,
2022-08-20 1450-04,Leave,icecool22,77235201,46.16.28.133,14, , ,22 of 30,149,0.42,$43399962,
2022-08-20 1450-05,Leave,1MONARK1,200131574,95.107.230.210,12, , ,15 of 29,90,1.13,$1523003,
2022-08-20 1450-06,Leave,DaqaviousBingle,214238853,178.237.221.0,3, , ,13 of 28,34,1.16,$495769,
2022-08-20 1450-06,Leave,bugsplat939,71775518,94.227.74.208,5, , ,28 of 28,86,0.82,$731780,
2022-08-20 1450-06,Leave,biniu_123,195246413,185.21.87.204,7, , ,22 of 28,1,0.62,$10288294,
2022-08-20 1450-06,Leave,CallMeRed2121,163771970,51.183.116.110,8, , ,1 of 28,200,1.04,$642711,God-Mode 
2022-08-20 1450-06,Leave,EemeIi_s,212814255,188.238.37.44,13, , ,18 of 28,24,0.47,$45610,
2022-08-20 1450-06,Leave,kuserggio,161527941,62.122.114.122,18, , ,7 of 28,48,0.54,$5340,
2022-08-20 1450-06,Leave,OBELISK_exe,202765820,188.73.233.51,22, , ,23 of 28,135,0.66,$16240,IP Spoof 
2022-08-20 1450-06,Leave,Andreaz2fast,191327097,83.253.80.4,25, , ,3 of 28,128,1.02,$456740,
2022-08-20 1450-06,Leave,LeGoDiGo,205132145,188.250.108.3,26, , ,17 of 28,51,0.22,$795601,
2022-08-20 1450-06,Leave,Spy_Atesz,157571545,91.120.143.137,27, , ,9 of 28,3,1.0,$186128,
2022-08-20 1450-06,Leave,Hackanome,157879463,81.236.2.150,28, , ,10 of 28,127,0.93,$3113820,
2022-08-20 1450-06,Leave,LunaR_1223,163934204,81.225.158.137,29, , ,11 of 28,156,0.34,$52684,
2022-08-20 1450-06,Leave,Jorcratch,204650631,149.91.182.200,16, , ,3 of 13,15,0.31,$1690983,
2022-08-20 1450-06,Leave,Shadow33X,201138376,188.25.15.103,17, , ,8 of 13,48,0.53,$2558,
2022-08-20 1450-06,Leave,Heprix,154344001,83.20.245.158,20, , ,2 of 13,47,0.45,$474603,
2022-08-20 1450-06,Leave,-XAZOV-,178456105,178.174.137.4,21, , ,12 of 13,505,8.39,$2028204962,High K/D High $ 
2022-08-20 1450-09,Leave,bramaap,26153684,78.21.226.102,11, ,Host,1 of 7,18,0.28,$619788,
2022-08-20 1449-14,Join,IamSoli,78373214,78.137.225.147,4, , ,2 of 6,154,0.73,$1359677331,High $ 
2022-08-20 1450-45,Leave,IamSoli,78373214,78.137.225.147,4, , ,2 of 6,154,0.73,$1359677331,High $ 
2022-08-20 1451-04,Leave,Paluten,31564369,91.39.158.241,30, , ,2 of 5,8000,64.64,$2521146,Sound Spam High K/D High rank 
2022-08-20 1451-21,Leave,Crazywinner21,135655954,84.171.28.53,6, , ,4 of 5,25,0.56,$368904,
2022-08-20 1451-17,Join,damagefold,120364048,159.224.217.47,0, , ,2 of 4,62,0.61,$3212276,
2022-08-20 1452-02,Leave,damagefold,120364048,159.224.217.47,0, , ,2 of 4,62,0.61,$3212276,
2022-08-20 1454-07,Join,Rattle0816,212260425,95.223.68.132,1, , ,3 of 6,43,0.42,$259077,
2022-08-20 1454-49,Leave,Rattle0816,212260425,95.223.68.132,1, , ,3 of 6,43,0.42,$259077,
2022-08-20 1454-07,Join,Lorein1703,184162680,212.15.46.155,3, , ,2 of 7,12,0.62,$114324,
2022-08-20 1455-19,Leave,vodkydoff,145864061,81.49.160.184,2, ,Host,3 of 8,63,7.5,$1683122,High K/D 
2022-08-20 1455-18,Join,Biegard_B,103861466,88.193.173.37,5, , ,4 of 8,129,1.1,$36255795,
2022-08-20 1455-21,Join,Stralexik,138562964,194.228.32.160,6, , ,8 of 8,129,0.81,$488278,
2022-08-20 1455-53,Join,MarkoSK01,164473769,185.23.113.235,2, , ,1 of 8,25,0.77,$636911,
2022-08-20 1456-43,Leave,Rattle0816,212260425,95.223.68.132,1, , ,3 of 8,43,0.42,$259077,
2022-08-20 1456-43,Leave,MarkoSK01,164473769,185.23.113.235,2, , ,1 of 8,25,0.77,$636911,
2022-08-20 1456-43,Leave,Lorein1703,184162680,212.15.46.155,3, ,Host,2 of 8,12,0.62,$114324,
2022-08-20 1456-43,Leave,Biegard_B,103861466,88.193.173.37,5, , ,4 of 8,129,1.1,$36255795,
2022-08-20 1456-43,Leave,Stralexik,138562964,194.228.32.160,6, , ,8 of 8,129,0.81,$488278,
2022-08-20 1456-43,Leave,xCandyxxx,77973851,86.20.38.195,19, , ,7 of 8,420,1.19,$2147483647,
2022-08-20 1456-43,Leave,Pan_Szop,140190610,46.204.96.231,23, , ,6 of 8,101,0.56,$105408,
2022-08-20 1457-55,Leave,xCandyxxx,77973851,86.20.38.195,0, ,Host,1 of 1,420,1.19,$0,
2022-08-20 1457-55,Join,WANnan0,196633810,122.10.126.62,0, ,Host,2 of 2,133,1.53,$5334946,
2022-08-20 1606-04,Join,NahKrIIn126,32238834,176.127.44.189,0, , ,13 of 20,215,1.95,$20426731,
2022-08-20 1606-04,Join,SamLensket,142926024,104.28.198.247,1, , ,18 of 20,210,0.82,$261207350,
2022-08-20 1606-04,Join,Salvatore-Toto,190088532,94.134.182.207,2, ,Host,10 of 20,80,0.36,$348870,
2022-08-20 1606-04,Join,TheB0iD,138629882,77.6.165.144,3, , ,11 of 20,304,0.76,$1176998,
2022-08-20 1606-04,Join,Dark_Noel1,212439860,46.59.60.154,4, , ,4 of 20,17,0.87,$1443910,
2022-08-20 1606-04,Join,Alexito101106,172379522,78.98.152.75,5, , ,7 of 20,66,0.52,$11902238,
2022-08-20 1606-04,Join,AmGhostDudee,194873092,109.95.143.153,9, , ,14 of 20,148,3.58,$141744173,
2022-08-20 1606-04,Join,Rolf_Donnerlunte,166629182,87.159.57.184,13, , ,2 of 20,182,0.79,$1428994,
2022-08-20 1606-04,Join,Klaitex,138274665,93.214.170.216,14, , ,1 of 20,312,1.5,$448295,
2022-08-20 1606-04,Join,GERAXTREME11,211277192,188.26.221.233,15, , ,17 of 20,300,0.64,$603645,
2022-08-20 1606-04,Join,tequasimm,201308532,93.211.135.215,16, , ,8 of 20,435,0.46,$1240146578,
2022-08-20 1606-04,Join,Stromkxsten,211459213,87.159.59.15,17, , ,12 of 20,38,0.65,$702244,
2022-08-20 1606-04,Join,by_magel,211270820,188.26.221.233,19, , ,9 of 20,117,0.46,$426830,
2022-08-20 1606-04,Join,fenelesh,188696392,91.129.99.44,20, , ,5 of 20,95,0.71,$161913,
2022-08-20 1606-04,Join,_Svetlana_Red_,127625118,91.217.244.212,21, , ,16 of 20,293,2.15,$17674098,
2022-08-20 1606-04,Join,GTA_To_The_Space,91567631,31.17.252.172,22, , ,6 of 20,67,2.5,$131149,
2022-08-20 1606-31,Join,ondrej20211,174138724,95.82.135.147,11, , ,6 of 23,66,0.85,$356702,
2022-08-20 1606-58,Join,NOOB_MASTER228,149650879,176.53.146.45,12, , ,17 of 27,104,0.52,$2736740,
2022-08-20 1711-24,Join,SLINKY389,109266104,98.128.229.117,1, , ,24 of 27,194,0.88,$2504246,
2022-08-20 1711-24,Join,pimmeläffchen69,487399,87.249.132.165,2, , ,20 of 27,238,1.62,$8487016,
2022-08-20 1711-24,Join,HOISEO,132633732,92.162.152.69,3, , ,17 of 27,210,0.9,$18085735,
2022-08-20 1711-24,Join,joni_pelaa,214652483,176.93.255.43,4, , ,5 of 27,43,1.7,$1110581,
2022-08-20 1711-24,Join,Stefan_Djuric,162517216,109.92.154.38,5, , ,13 of 27,39,0.98,$2625208,
2022-08-20 1711-24,Join,SisLovesMe12,175006276,85.229.128.34,6, ,Host,23 of 27,125,1.08,$1076853,
2022-08-20 1711-24,Join,Zendelyt,163951302,95.157.158.103,7, , ,3 of 27,210,0.36,$6701318,
2022-08-20 1711-24,Join,Matt_3CCC,136951314,95.249.14.28,8, , ,11 of 27,53,0.94,$103016,
2022-08-20 1711-24,Join,Rudy_lemur,157952568,95.160.156.126,9, , ,14 of 27,95,0.18,$799526,
2022-08-20 1711-24,Join,AdaM2xI,179036268,176.63.92.77,11, , ,7 of 27,204,0.75,$5525493,
2022-08-20 1711-24,Join,jovanstar11,175896659,109.92.154.38,12, , ,4 of 27,26,0.51,$1117604,
2022-08-20 1711-24,Join,kingGhenghis,196522715,5.8.228.225,13, , ,12 of 27,65,0.7,$31643,
2022-08-20 1711-24,Join,Widow_on_yt,205270882,94.209.94.173,14, , ,18 of 27,31,0.87,$766241,
2022-08-20 1711-24,Join,megalodonman54,211624777,86.14.53.206,15, , ,16 of 27,19,0.71,$320263,
2022-08-20 1711-24,Join,Ramonchu66,63733019,85.136.192.166,16, , ,8 of 27,8000,1.84,$892788561,
2022-08-20 1711-24,Join,-Quikson-,139026463,217.85.26.128,17, , ,6 of 27,122,0.61,$2009089,
2022-08-20 1711-24,Join,timofen1125,142108970,95.24.202.60,18, , ,9 of 27,28,0.28,$235647,
2022-08-20 1711-24,Join,StatusGold,144779446,134.101.36.84,20, , ,22 of 27,62,2.47,$363722,
2022-08-20 1711-24,Join,Jcjkckckcm,105442717,86.176.43.190,21, , ,1 of 27,134,0.67,$3544114,
2022-08-20 1711-24,Join,Kinzuxx,26882829,37.228.235.244,25, , ,19 of 27,125,1.06,$4583407,
2022-08-20 1711-24,Join,MITJA-MESNAR,186569266,213.143.91.214,26, , ,15 of 27,88,0.62,$464612,
2022-08-20 1711-24,Join,keko1926,209649185,213.94.40.41,27, , ,27 of 27,103,0.25,$394474,
2022-08-20 1711-24,Join,bayaninator,161424177,82.30.216.169,28, , ,26 of 27,110,3.58,$30410019,
2022-08-20 1711-24,Join,Hecalegel,169409284,178.237.158.10,29, , ,10 of 27,178,0.79,$498341083,
2022-08-20 1711-35,Leave,SisLovesMe12,175006276,85.229.128.34,6, ,Host,23 of 27,125,1.08,$1076853,
2022-08-20 1711-24,Join,IFreeWalkManI,167479056,5.164.129.87,19, , ,21 of 27,119,0.75,$3107123,
2022-08-20 1711-58,Leave,StatusGold,144779446,134.101.36.84,20, , ,22 of 27,62,2.47,$363722,
2022-08-20 1712-24,Leave,IFreeWalkManI,167479056,5.164.129.87,19, , ,21 of 28,119,0.75,$3107123,
2022-08-20 1712-41,Leave,joni_pelaa,214652483,176.93.255.43,4, , ,5 of 28,43,1.7,$1110581,
2022-08-20 1712-04,Join,josesf78,160368750,81.40.55.158,20, , ,22 of 27,193,0.74,$4791165,
2022-08-20 1712-18,Join,Malthe_Jensen,146915283,80.208.68.18,22, , ,21 of 27,249,1.8,$65049158,
2022-08-20 1712-26,Join,DunkfromAbove,146182880,176.63.5.239,19, , ,20 of 27,302,1.49,$1242756,
2022-08-20 1713-30,Join,_Aristos_21,162450594,79.129.239.177,4, , ,14 of 28,43,1.7,$1110581,
2022-08-20 1714-11,Join,WWkuba,156347042,78.11.61.249,23, , ,4 of 30,1406,7.0,$295112,High K/D High rank 
2022-08-20 1715-15,Leave,MITJA-MESNAR,186569266,213.143.91.214,26, , ,17 of 30,88,0.62,$464112,
2022-08-20 1715-15,Leave,keko1926,209649185,213.94.40.41,27, , ,30 of 30,103,0.25,$494474,
2022-08-20 1714-28,Join,RepoCord,109823999,185.213.155.176,24, , ,16 of 28,162,0.79,$13360258,
2022-08-20 1715-41,Leave,kingGhenghis,196522715,5.8.228.225,13, , ,13 of 29,65,0.7,$31643,
2022-08-20 1716-14,Leave,Rudy_lemur,157952568,95.160.156.126,9, , ,14 of 29,95,0.18,$944526,
2022-08-20 1715-31,Join,duckmelon,205128466,86.190.240.99,26, , ,6 of 28,252,21.52,$5529064,High K/D 
2022-08-20 1715-58,Join,AlfieGamingKing,201025833,151.224.108.216,13, , ,28 of 28,14,0.06,$727459,
2022-08-20 1717-07,Leave,RepoCord,109823999,185.213.155.176,24, , ,15 of 28,162,0.79,$13360258,
2022-08-20 1717-15,Join,Boti__XDXD,176102414,178.48.135.231,9, , ,6 of 30,142,0.58,$165879,
2022-08-20 1717-57,Join,2k2r2k,172072583,77.240.198.175,27, , ,24 of 30,103,0.25,$494474,
2022-08-20 1718-15,Leave,HOISEO,132633732,92.162.152.69,3, , ,18 of 30,210,0.9,$18085735,
2022-08-20 1718-17,Leave,Zendelyt,163951302,95.157.158.103,7, , ,3 of 29,210,0.36,$6851318,
2022-08-20 1717-44,Join,Puntas_,99439114,188.246.78.28,24, , ,10 of 29,204,0.74,$418699,
2022-08-20 1719-00,Leave,josesf78,160368750,81.40.55.158,20, , ,24 of 29,193,0.74,$4792165,
2022-08-20 1719-09,Leave,bayaninator,161424177,82.30.216.169,28, , ,27 of 28,110,3.58,$30410019,
2022-08-20 1719-17,Leave,Puntas_,99439114,188.246.78.28,24, , ,10 of 27,204,0.74,$418699,
2022-08-20 1718-28,Join,Yavka7aDLG,131455842,5.146.249.108,3, , ,3 of 26,64,0.52,$4181891,
2022-08-20 1719-25,Leave,Kinzuxx,26882829,37.228.235.244,25, , ,18 of 26,125,1.06,$4583407,
2022-08-20 1719-32,Leave,Yavka7aDLG,131455842,5.146.249.108,3, , ,3 of 25,64,0.52,$4181891,
2022-08-20 1720-14,Join,DatGuyJo,18422427,86.147.26.196,3, , ,21 of 27,92,1.72,$621283,
2022-08-20 1721-07,Leave,Matt_3CCC,136951314,95.249.14.28,8, , ,12 of 27,53,0.94,$77516,
2022-08-20 1721-16,Leave,DatGuyJo,18422427,86.147.26.196,3, , ,20 of 26,92,1.72,$621283,
2022-08-20 1720-29,Join,headshottrev,13352923,89.241.177.103,7, , ,14 of 25,786,3.25,$83278279,
2022-08-20 1721-54,Join,SLINKY389,109266104,98.128.229.117,1, , ,21 of 23,194,0.88,$2401946,
2022-08-20 1721-54,Join,pimmeläffchen69,487399,87.249.132.165,2, , ,16 of 23,238,1.62,$8474516,
2022-08-20 1721-54,Join,_Aristos_21,162450594,79.129.239.177,4, , ,12 of 23,60,0.47,$141643,
2022-08-20 1721-54,Join,Stefan_Djuric,162517216,109.92.154.38,5, , ,11 of 23,39,0.98,$2780871,
2022-08-20 1721-54,Join,SisLovesMe12,175006276,85.229.128.34,6, ,Host,20 of 23,125,1.08,$800184,
2022-08-20 1721-54,Join,headshottrev,13352923,89.241.177.103,7, , ,13 of 23,786,3.25,$83278279,
2022-08-20 1721-54,Join,Boti__XDXD,176102414,178.48.135.231,9, , ,5 of 23,142,0.58,$165879,
2022-08-20 1721-54,Join,AdaM2xI,179036268,176.63.92.77,11, , ,7 of 23,204,0.75,$5525493,
2022-08-20 1721-54,Join,jovanstar11,175896659,109.92.154.38,12, , ,4 of 23,26,0.51,$1279311,
2022-08-20 1721-54,Join,AlfieGamingKing,201025833,151.224.108.216,13, , ,23 of 23,14,0.06,$727459,
2022-08-20 1721-54,Join,Widow_on_yt,205270882,94.209.94.173,14, , ,15 of 23,31,0.87,$788056,
2022-08-20 1721-54,Join,megalodonman54,211624777,86.14.53.206,15, , ,14 of 23,19,0.71,$409263,
2022-08-20 1721-54,Join,Ramonchu66,63733019,85.136.192.166,16, , ,8 of 23,8000,1.84,$892786561,RAC High rank 
2022-08-20 1721-54,Join,-Quikson-,139026463,217.85.26.128,17, , ,6 of 23,122,0.61,$1897409,
2022-08-20 1721-54,Join,timofen1125,142108970,95.24.202.60,18, , ,9 of 23,28,0.28,$234577,
2022-08-20 1721-54,Join,DunkfromAbove,146182880,176.63.5.239,19, , ,17 of 23,302,1.49,$1242256,
2022-08-20 1721-54,Join,Jcjkckckcm,105442717,86.176.43.190,21, , ,1 of 23,134,0.67,$3544114,
2022-08-20 1721-54,Join,Malthe_Jensen,146915283,80.208.68.18,22, , ,18 of 23,249,1.8,$63729143,
2022-08-20 1721-54,Join,WWkuba,156347042,78.11.61.249,23, , ,3 of 23,1406,7.0,$285112,High K/D High rank 
2022-08-20 1721-54,Join,2k2r2k,172072583,77.240.198.175,27, , ,19 of 23,86,0.4,$486757,
2022-08-20 1721-54,Join,Hecalegel,169409284,178.237.158.10,29, , ,10 of 23,178,0.79,$498340183,
2022-08-20 1722-25,Leave,AlfieGamingKing,201025833,151.224.108.216,13, , ,23 of 23,14,0.06,$727459,
2022-08-20 1722-30,Join,AlfieGamingKing,201025833,151.224.108.216,3, , ,25 of 25,14,0.06,$727459,
2022-08-20 1722-31,Join,xX_Troppo_Xx,175686164,95.144.8.34,8, , ,16 of 26,200,2.06,$1455338,
2022-08-20 1723-32,Leave,timofen1125,142108970,95.24.202.60,18, , ,10 of 26,28,0.28,$234577,
2022-08-20 1723-12,Join,Lober00,163724625,83.215.110.117,13, , ,25 of 27,70,0.43,$434983,
2022-08-20 1723-23,Join,Puntas_,99439114,188.246.78.28,20, , ,9 of 28,204,0.74,$420564,
2022-08-20 1724-41,Leave,AlfieGamingKing,201025833,151.224.108.216,3, , ,28 of 28,14,0.06,$727459,
2022-08-20 1723-56,Join,AaronDormilon,187656498,178.237.227.0,18, , ,2 of 28,376,0.96,$533500558,
2022-08-20 1724-53,Leave,headshottrev,13352923,89.241.177.103,7, , ,14 of 28,786,3.25,$83278279,
2022-08-20 1724-53,Leave,Puntas_,99439114,188.246.78.28,20, , ,9 of 28,204,0.74,$420564,
2022-08-20 1724-48,Join,AlfieGamingKing,201025833,151.224.108.216,3, , ,26 of 26,14,0.06,$727459,
2022-08-20 1725-42,Leave,megalodonman54,211624777,86.14.53.206,15, , ,16 of 27,19,0.71,$409263,
2022-08-20 1726-11,Leave,_Aristos_21,162450594,79.129.239.177,4, , ,13 of 26,60,0.47,$142731,
2022-08-20 1726-18,Join,Cesaricomolon,186573775,178.237.229.14,4, , ,26 of 28,59,0.53,$1784063,
2022-08-20 1726-28,Join,ByMarcosBy,109300355,170.253.34.8,7, , ,19 of 28,135,0.7,$765199,
2022-08-20 1727-24,Leave,ByMarcosBy,109300355,170.253.34.8,7, , ,19 of 28,135,0.7,$765199,
2022-08-20 1726-59,Join,Addiza,178452450,95.222.27.77,15, , ,23 of 29,406,0.43,$2136613074,High $ 
2022-08-20 1728-05,Leave,SLINKY389,109266104,98.128.229.117,1, , ,24 of 29,194,0.88,$2401946,
2022-08-20 1727-09,Join,BADSKAP,73598477,91.105.177.66,20, , ,15 of 28,270,1.02,$2132649666,High $ 
2022-08-20 1728-13,Leave,xX_Troppo_Xx,175686164,95.144.8.34,8, , ,14 of 28,200,2.06,$1457338,
2022-08-20 1728-19,Leave,DunkfromAbove,146182880,176.63.5.239,19, , ,17 of 27,302,1.49,$1242256,
2022-08-20 1727-43,Join,ElGoblino6969,201469805,91.201.44.217,26, , ,25 of 26,101,0.84,$16773,
2022-08-20 1728-41,Leave,Addiza,178452450,95.222.27.77,15, , ,21 of 26,406,0.43,$2136613074,High $ 
2022-08-20 1729-12,Leave,2k2r2k,172072583,77.240.198.175,27, , ,19 of 25,86,0.4,$486757,
2022-08-20 1729-13,Leave,AlfieGamingKing,201025833,151.224.108.216,3, , ,24 of 24,14,0.06,$727459,
2022-08-20 1729-19,Join,AlfieGamingKing,201025833,151.224.108.216,1, , ,25 of 25,14,0.06,$727459,
2022-08-20 1729-32,Join,ZuyaSenpai,157602884,94.60.58.231,3, , ,6 of 26,49,0.73,$2076814,
2022-08-20 1729-36,Join,Ppatrick47,209301734,188.146.8.125,8, , ,14 of 26,116,0.33,$249562,
2022-08-20 1730-28,Leave,BADSKAP,73598477,91.105.177.66,20, , ,16 of 26,270,1.02,$2132649666,High $ 
2022-08-20 1730-21,Join,Zltn_15,135409077,185.69.97.163,15, , ,12 of 27,225,1.24,$3604110,
2022-08-20 1730-33,Join,FranciscoFramco,24606792,139.47.58.164,19, , ,20 of 27,246,8.3,$31759297,High K/D 
