GeeSkid v1.05
Date/Time,Join/Leave,Name,SCID,IP,PID,Friend,Host,Host Priority,Rank,K/D,Money,Modder Flags
2022-08-17 2121-12,Join,NikolaBulajic,197080391,92.240.57.83,28, , ,6 of 30,95,0.73,$636428,
2022-08-17 2121-12,Join,playxo_o,203131571,84.182.164.211,29,Friend, ,20 of 30,218,12.0,$2992865,
2022-08-17 2122-16,Leave,r81a112,154747276,77.122.200.145,25, , ,14 of 29,211,0.4,$621154,
2022-08-17 2122-33,Join,Ar4shiOff,211451361,80.214.124.26,25, , ,11 of 29,211,0.4,$621154,
2022-08-17 2122-51,Leave,Ar4shiOff,211451361,80.214.124.26,25, , ,10 of 28,211,0.4,$621154,
2022-08-17 2123-21,Leave,jesikabblh,212318045,89.215.84.244,4, , ,24 of 27,30,0.02,$702853,
2022-08-17 2123-31,Leave,Lukutakina_,113885331,78.68.188.67,6, , ,15 of 27,95,0.57,$922742,
2022-08-17 2123-47,Leave,thepikapika,181195116,89.231.217.174,22, , ,25 of 25,55,0.87,$4392,
2022-08-17 2124-32,Leave,Taxator,180988901,84.245.120.38,1, , ,16 of 25,180,1.74,$1284538,
2022-08-17 2125-02,Leave,LucaMagEssen,171144569,84.140.214.137,27, , ,12 of 20,18,0.25,$219011,
2022-08-17 2126-30,Leave,HypeThang,30694866,92.33.165.124,21, , ,14 of 21,194,1.22,$80269899,
2022-08-17 2126-43,Leave,SneakySmokieeHea,182288996,91.103.167.80,23, , ,5 of 20,20,0.72,$170078,
2022-08-17 2125-38,Join,Xenoxxi,196575866,79.163.248.212,0, , ,13 of 20,104,1.71,$1158822,
2022-08-17 2126-47,Leave,Xenoxxi,196575866,79.163.248.212,0, , ,13 of 20,104,1.71,$1158822,
2022-08-17 2126-06,Join,Rexo178,188264544,86.191.196.28,2, , ,9 of 20,117,1.03,$1197518,
2022-08-17 2126-49,Leave,Rexo178,188264544,86.191.196.28,2, , ,9 of 20,117,1.03,$1197518,
2022-08-17 2126-03,Join,KrakowskiChlopak,197751649,89.64.38.41,1, , ,5 of 21,15,1.03,$315158,
2022-08-17 2126-54,Leave,KrakowskiChlopak,197751649,89.64.38.41,1, , ,5 of 21,15,1.03,$315158,
2022-08-17 2127-27,Leave,KrakowskiChlopak,197751649,89.64.38.41,1, , ,5 of 21,15,1.03,$315158,
2022-08-17 2126-51,Join,kosteeczek,202309335,178.252.60.12,4, , ,6 of 20,20,0.95,$570713,
2022-08-17 2127-31,Leave,kosteeczek,202309335,178.252.60.12,4, , ,6 of 20,20,0.95,$570713,
2022-08-17 2126-46,Join,Nico72_ITA,39816951,79.26.131.136,6, , ,7 of 20,103,0.64,$1271425,
2022-08-17 2127-31,Leave,Nico72_ITA,39816951,79.26.131.136,6, , ,7 of 20,103,0.64,$1271425,
2022-08-17 2127-37,Join,qwertyger2,97492614,62.216.207.47,1, , ,18 of 22,15,1.03,$315158,
2022-08-17 2127-52,Leave,kosteeczek,202309335,178.252.60.12,4, , ,7 of 23,20,0.95,$570713,
2022-08-17 2128-16,Leave,Big7OMMY,79192883,94.102.142.136,12, , ,3 of 22,130,0.28,$967768,
2022-08-17 2127-48,Join,IlI_Skiper_IlI,45596849,79.186.67.117,16, , ,16 of 21,161,3.22,$157101769,
2022-08-17 2128-33,Leave,IlI_Skiper_IlI,45596849,79.186.67.117,16, , ,16 of 21,161,3.22,$157101769,
2022-08-17 2128-32,Join,HardHero_,64328646,176.106.69.89,4, , ,3 of 22,15,0.59,$210489,
2022-08-17 2128-42,Join,Kaziczeqx,139942610,89.151.37.177,7, , ,18 of 23,229,-11799359.0,$2084534,Negative K/D 
2022-08-17 2129-29,Leave,Kaziczeqx,139942610,89.151.37.177,7, , ,18 of 23,229,-11799359.0,$2084534,Negative K/D 
2022-08-17 2129-49,Leave,Misteleq,178284293,91.215.238.112,20, , ,19 of 23,38,0.64,$789539,
2022-08-17 2129-22,Join,Asap_Antas,185591612,89.64.3.68,12, , ,20 of 22,29,0.5,$432545,
2022-08-17 2130-20,Leave,qwertyger2,97492614,62.216.207.47,1, , ,17 of 22,198,1.27,$2272271,
2022-08-17 2130-20,Leave,Rexo178,188264544,86.191.196.28,2, , ,8 of 22,117,1.03,$1897518,
2022-08-17 2130-20,Leave,HardHero_,64328646,176.106.69.89,4, , ,3 of 22,15,0.59,$210489,
2022-08-17 2130-20,Leave,Nieznanek,187607710,91.215.238.107,5, , ,19 of 22,21,0.51,$96340,
2022-08-17 2130-20,Leave,Nico72_ITA,39816951,79.26.131.136,6, , ,6 of 22,103,0.64,$1271425,
2022-08-17 2130-20,Leave,Kaziczeqx,139942610,89.151.37.177,7, , ,18 of 22,229,-11799359.0,$2084534,Negative K/D 
2022-08-17 2130-20,Leave,KlitschkoS,101427479,77.20.152.48,8, , ,11 of 22,139,1.03,$792541666,
2022-08-17 2130-20,Leave,Girgis187,133483667,95.90.202.181,9, , ,4 of 22,112,1.17,$1072833100,High $ 
2022-08-17 2130-20,Leave,Kruzzze48,205407744,176.212.204.67,10, , ,15 of 22,61,0.61,$176404,
2022-08-17 2130-20,Leave,tqkemooon,123133345,90.23.207.24,11, , ,21 of 22,125,0.71,$131624518,
2022-08-17 2130-20,Leave,Asap_Antas,185591612,89.64.3.68,12, , ,20 of 22,29,0.5,$432545,
2022-08-17 2130-20,Leave,gadhadgh,193957179,81.18.88.81,13, , ,7 of 22,337,1.5,$99098254,
2022-08-17 2130-20,Leave,katholicc,163615533,95.49.253.198,14, , ,14 of 22,191,1.48,$285594,
2022-08-17 2130-20,Leave,LAMA-BOT,135739530,109.21.171.225,15, , ,9 of 22,163,0.99,$888573,
2022-08-17 2130-20,Leave,IlI_Skiper_IlI,45596849,79.186.67.117,16, , ,16 of 22,161,3.22,$157101269,
2022-08-17 2130-20,Leave,xCandyxxx,77973851,86.20.38.195,18, , ,10 of 22,419,1.19,$2147483647,
2022-08-17 2130-20,Leave,JaherMaChambre,178083777,90.23.205.138,19, ,Host,1 of 22,131,0.38,$253841945,
2022-08-17 2130-20,Leave,ASDFMOVIEpizzas,40984674,217.82.130.142,24, , ,22 of 22,100,4.0,$7787630,
2022-08-17 2130-20,Leave,NikolaBulajic,197080391,92.240.57.83,28, , ,5 of 22,95,0.73,$636428,
2022-08-17 2130-20,Leave,playxo_o,203131571,84.182.164.211,29,Friend, ,13 of 22,218,12.0,$2992865,High K/D 
2022-08-17 2130-43,Leave,xCandyxxx,77973851,86.20.38.195,0, ,Host,1 of 1,419,1.19,$0,
2022-08-17 2130-43,Join,T2110mm,203492691,88.152.184.242,0, , ,7 of 16,57,0.95,$2003388,
2022-08-17 2130-43,Join,Kacpero12315,82246593,77.73.16.22,1, , ,5 of 16,381,1.83,$973288,
2022-08-17 2130-43,Join,Anonymous_MC,150636194,92.239.241.39,2,Friend,Host,1 of 16,152,1.5,$31396,
2022-08-17 2130-43,Join,short_fox,168077519,185.64.231.146,3, , ,6 of 16,109,0.69,$90867284,
2022-08-17 2130-43,Join,haydarbtw,197695615,87.64.241.10,4, , ,9 of 16,45,0.36,$1135614,
2022-08-17 2130-43,Join,Denisfil240478,165427505,178.155.4.175,5, , ,3 of 16,338,0.89,$34244342,
2022-08-17 2130-43,Join,TinoBerger,206184955,2.206.132.3,6, , ,4 of 16,142,0.69,$1960233,
2022-08-17 2130-43,Join,TheRealEllisD18,35334426,151.226.75.18,7, , ,16 of 16,59,0.22,$1710742,
2022-08-17 2130-43,Join,Portaleq1,169154945,178.235.179.47,8, , ,13 of 16,75,0.41,$1916158,
2022-08-17 2130-43,Join,J0nhyp4sc041,86130011,213.22.243.170,9, , ,2 of 16,257,0.7,$29273299,
2022-08-17 2130-43,Join,HoPMaH228,111002581,85.206.56.19,10, , ,8 of 16,48,0.52,$333363966,
2022-08-17 2130-43,Join,Titi-Kris,195100272,85.187.6.254,11, , ,12 of 16,87,0.82,$270005,
2022-08-17 2130-43,Join,TruVerifiedObama,162782832,109.98.132.100,21, , ,10 of 16,350,1.5,$103522267,
2022-08-17 2130-43,Join,_jxcn_,100538515,93.199.152.220,28, , ,15 of 16,259,1.4,$45480555,
2022-08-17 2130-54,Leave,short_fox,168077519,185.64.231.146,3, , ,6 of 16,109,0.69,$90867284,
2022-08-17 2131-23,Leave,Kacpero12315,82246593,77.73.16.22,1, , ,5 of 16,381,1.83,$973288,
2022-08-17 2131-23,Leave,Anonymous_MC,150636194,92.239.241.39,2,Friend,Host,1 of 16,152,1.5,$31396,
2022-08-17 2131-23,Leave,short_fox,168077519,185.64.231.146,3, , ,6 of 16,109,0.69,$90867284,
2022-08-17 2131-23,Leave,haydarbtw,197695615,87.64.241.10,4, , ,9 of 16,45,0.36,$1135614,
2022-08-17 2131-23,Leave,Denisfil240478,165427505,178.155.4.175,5, , ,3 of 16,338,0.89,$34244342,
2022-08-17 2131-23,Leave,TinoBerger,206184955,2.206.132.3,6, , ,4 of 16,142,0.69,$1960233,
2022-08-17 2131-23,Leave,TheRealEllisD18,35334426,151.226.75.18,7, , ,16 of 16,59,0.22,$1710742,
2022-08-17 2131-23,Leave,Portaleq1,169154945,178.235.179.47,8, , ,13 of 16,75,0.41,$1916158,
2022-08-17 2131-23,Leave,J0nhyp4sc041,86130011,213.22.243.170,9, , ,2 of 16,257,0.7,$29273299,
2022-08-17 2131-23,Leave,HoPMaH228,111002581,85.206.56.19,10, , ,8 of 16,48,0.52,$333363966,
2022-08-17 2131-23,Leave,Titi-Kris,195100272,85.187.6.254,11, , ,12 of 16,87,0.82,$270005,
2022-08-17 2131-23,Leave,TruVerifiedObama,162782832,109.98.132.100,21, , ,10 of 16,350,1.5,$103522267,
2022-08-17 2131-23,Leave,_jxcn_,100538515,93.199.152.220,28, , ,15 of 16,259,1.4,$45480555,
2022-08-17 2133-49,Join,xCandyxxx,77973851,86.20.38.195,0, ,Host,1 of 1,419,1.19,$2147483647,
2022-08-17 2143-59,Join,DionDeEenhoorn,125099041,86.81.194.253,0, , ,22 of 29,21,6.88,$2146634,
2022-08-17 2143-59,Join,HardHero_,64328646,176.106.69.89,4, , ,5 of 29,15,0.59,$210489,
2022-08-17 2143-59,Join,halimnasser11,164171217,45.90.58.129,5, , ,18 of 29,105,2.18,$1843400,
2022-08-17 2143-59,Join,Nico72_ITA,39816951,79.26.131.136,6, , ,9 of 29,103,0.64,$1347725,
2022-08-17 2143-59,Join,xCandyxxx,77973851,86.20.38.195,7, , ,27 of 29,419,1.19,$2147483647,
2022-08-17 2143-59,Join,KlitschkoS,101427479,77.20.152.48,8, , ,15 of 29,139,1.03,$791357009,
2022-08-17 2143-59,Join,Girgis187,133483667,95.90.202.181,9, , ,7 of 29,112,1.17,$1072876370,
2022-08-17 2143-59,Join,Kopschlop,161440956,217.254.200.254,10, , ,3 of 29,138,0.93,$225958,
2022-08-17 2143-59,Join,tqkemooon,123133345,90.23.207.24,11, , ,26 of 29,125,0.71,$131608246,
2022-08-17 2143-59,Join,ThePax3007,170995576,89.64.4.121,12, , ,28 of 29,107,0.22,$667534,
2022-08-17 2143-59,Join,gadhadgh,193957179,81.18.88.81,13, , ,12 of 29,337,1.5,$99096329,
2022-08-17 2143-59,Join,katholicc,163615533,95.49.253.198,14, , ,19 of 29,191,1.48,$282594,
2022-08-17 2143-59,Join,LAMA-BOT,135739530,109.21.171.225,15, , ,14 of 29,163,0.99,$922438,
2022-08-17 2143-59,Join,zabri_cute12,137115749,195.123.221.5,16, , ,17 of 29,104,1.02,$8617105,
2022-08-17 2143-59,Join,BakateGG45,210665572,31.46.84.123,17, , ,2 of 29,21,0.37,$189605,
2022-08-17 2143-59,Join,Malyfrancu,117292658,83.11.178.223,18, , ,10 of 29,24,0.9,$3336481,
2022-08-17 2143-59,Join,JaherMaChambre,178083777,90.23.205.138,19, ,Host,1 of 29,131,0.38,$253814277,
2022-08-17 2143-59,Join,Lil_DatGuy,161311287,89.217.62.57,21, , ,21 of 29,3,1.62,$104239,
2022-08-17 2143-59,Join,Kh4x0r,159997752,90.191.244.154,22, , ,29 of 29,49,0.96,$9912,
2022-08-17 2143-59,Join,MEiniTeki,200760524,79.36.41.45,23, , ,24 of 29,31,0.65,$342151,
2022-08-17 2143-59,Join,Dr.Restless,107193903,91.215.251.240,24, , ,20 of 29,126,0.75,$873036,
2022-08-17 2143-59,Join,Rijdende_Robert,202066289,87.212.248.231,25, , ,13 of 29,40,0.57,$1834126,
2022-08-17 2143-59,Join,markusschmidt32,116182198,87.146.224.113,26, , ,23 of 29,412,34.69,$37228637,
2022-08-17 2143-59,Join,e_xhaus,144875928,109.252.74.119,27, , ,16 of 29,32,1.28,$41056,
2022-08-17 2143-59,Join,Rastafari1450,214910130,93.176.131.124,28, , ,11 of 29,16,0.3,$1151953,
2022-08-17 2143-59,Join,frshprnze,183557576,84.115.227.41,29, , ,8 of 29,158,0.96,$138828,
2022-08-17 2144-30,Leave,zabri_cute12,137115749,195.123.221.5,16, , ,17 of 29,104,1.02,$8609177,
2022-08-17 2144-30,Leave,BakateGG45,210665572,31.46.84.123,17, , ,2 of 28,21,0.37,$189636,
2022-08-17 2144-30,Leave,halimnasser11,164171217,45.90.58.129,5, , ,16 of 27,105,2.18,$1843400,
2022-08-17 2144-34,Leave,frshprnze,183557576,84.115.227.41,29, , ,7 of 26,158,0.96,$138828,
2022-08-17 2144-43,Join,h0ffman23,209753803,81.150.18.250,1, , ,18 of 30,36,0.78,$3423634,
2022-08-17 2145-32,Leave,h0ffman23,209753803,81.150.18.250,1, , ,18 of 30,36,0.78,$3423634,
2022-08-17 2144-50,Join,UnbeatenChampion,189383515,104.28.200.1,5, , ,6 of 30,180,0.36,$4439781,
2022-08-17 2144-59,Join,Slattkat12,214416665,82.0.223.96,17, , ,13 of 30,33,1.09,$4180003,
2022-08-17 2145-02,Join,D3m0n1aK_Camp3r,45122105,90.39.243.141,29, , ,8 of 30,37,0.43,$495178,
2022-08-17 2146-26,Leave,Slattkat12,214416665,82.0.223.96,17, , ,13 of 30,33,1.09,$4180003,
2022-08-17 2147-36,Leave,Rastafari1450,214910130,93.176.131.124,28, , ,13 of 30,16,0.3,$1151953,
2022-08-17 2148-00,Join,xdzonx,163952062,91.231.25.182,28, , ,17 of 29,48,0.25,$2926041,
2022-08-17 2148-57,Leave,Rijdende_Robert,202066289,87.212.248.231,25, , ,14 of 29,40,0.57,$1833126,
2022-08-17 2149-05,Leave,MEiniTeki,200760524,79.36.41.45,23, , ,24 of 28,32,0.65,$342651,
2022-08-17 2149-36,Join,itsTekS,157853352,91.164.5.228,23, , ,16 of 30,32,0.65,$342651,
2022-08-17 2149-48,Leave,Malyfrancu,117292658,83.11.178.223,18, , ,12 of 30,24,0.9,$3328731,
2022-08-17 2149-50,Leave,xdzonx,163952062,91.231.25.182,28, , ,16 of 29,48,0.25,$2926041,
2022-08-17 2149-53,Leave,Lil_DatGuy,161311287,89.217.62.57,21, , ,20 of 28,3,1.62,$104038,
2022-08-17 2149-28,Join,Spitfire7345,178429739,95.149.197.118,16, , ,28 of 30,78,0.69,$50752,
2022-08-17 2150-14,Leave,Spitfire7345,178429739,95.149.197.118,16, , ,28 of 30,78,0.69,$50752,
2022-08-17 2149-31,Join,Deako7,201035568,5.68.33.105,20, , ,25 of 30,62,0.76,$12141091,
2022-08-17 2150-26,Leave,Deako7,201035568,5.68.33.105,20, , ,25 of 30,62,0.76,$12141091,
2022-08-17 2149-46,Join,kamil1980189,183557854,188.146.138.89,25, , ,1 of 30,68,0.37,$1165004,
2022-08-17 2150-01,Join,0lixx0,196575286,62.46.73.35,18, , ,20 of 30,47,1.34,$1000773,
2022-08-17 2150-55,Leave,itsTekS,157853352,91.164.5.228,23, , ,16 of 30,92,0.2,$3610136,
2022-08-17 2150-11,Join,Milicionar,171413926,91.141.40.44,28, , ,14 of 29,532,2.27,$367556,
2022-08-17 2150-06,Join,Rapaieii,205598584,89.115.137.144,21, , ,19 of 30,24,0.29,$698896,
2022-08-17 2151-13,Leave,Deako7,201035568,5.68.33.105,20, , ,25 of 30,62,0.76,$12141091,
2022-08-17 2151-03,Join,xiyt_999_,214027882,217.238.234.64,23, , ,16 of 29,92,0.2,$3610136,
2022-08-17 2152-00,Leave,Rapaieii,205598584,89.115.137.144,21, , ,19 of 29,24,0.29,$698896,
2022-08-17 2151-43,Join,Humelten23,210364110,92.240.47.145,20, , ,15 of 30,148,1.34,$50182233,
2022-08-17 2152-52,Leave,ThePax3007,170995576,89.64.4.121,12, , ,29 of 30,107,0.22,$674939,
2022-08-17 2152-09,Join,Chzfisher,155782799,146.199.22.150,21, , ,27 of 29,50,1.31,$1420255,
2022-08-17 2152-08,Join,xDarkyss,180974234,46.174.20.11,3, , ,19 of 29,77,0.33,$69658,
2022-08-17 2153-00,Leave,xDarkyss,180974234,46.174.20.11,3, , ,19 of 29,77,0.33,$69658,
2022-08-17 2153-10,Leave,markusschmidt32,116182198,87.146.224.113,26, , ,24 of 29,412,34.69,$37228137,High K/D 
2022-08-17 2153-18,Leave,D3m0n1aK_Camp3r,45122105,90.39.243.141,29, , ,9 of 29,37,0.43,$494423,
2022-08-17 2153-18,Leave,HardHero_,64328646,176.106.69.89,4, , ,5 of 28,15,0.59,$209673,
2022-08-17 2153-18,Leave,Humelten23,210364110,92.240.47.145,20, , ,13 of 27,148,1.34,$50182233,
2022-08-17 2153-57,Leave,Dr.Restless,107193903,91.215.251.240,24, , ,21 of 28,126,0.75,$921536,
2022-08-17 2153-11,Join,IQ6000,186297577,87.158.250.41,12, , ,21 of 27,61,0.28,$2512,
2022-08-17 2154-15,Leave,Spitfire7345,178429739,95.149.197.118,16, , ,26 of 27,78,0.69,$50252,
2022-08-17 2154-15,Leave,Chzfisher,155782799,146.199.22.150,21, , ,25 of 26,50,1.31,$1419755,
2022-08-17 2153-24,Join,xTheRic,80912399,93.194.254.7,4, , ,10 of 25,59,1.26,$222249,
2022-08-17 2153-41,Join,FazDux,128040110,92.35.106.202,20, , ,5 of 26,90,1.38,$621718,
2022-08-17 2154-51,Leave,h0ffman23,209753803,81.150.18.250,1, , ,17 of 29,36,0.78,$710759,
2022-08-17 2154-17,Join,EastonMasters,127500681,87.189.154.14,16, , ,20 of 29,143,0.82,$45548745,
2022-08-17 2155-10,Join,Naxum99,137615596,45.85.185.55,29, , ,27 of 30,37,0.43,$494423,
2022-08-17 2155-27,Leave,xTheRic,80912399,93.194.254.7,4, , ,11 of 30,59,1.26,$222249,
2022-08-17 2154-46,Join,BuckonYT,212811359,178.149.70.153,24, , ,10 of 28,52,0.34,$19748,
2022-08-17 2154-48,Join,bashar_14,181238949,178.51.133.56,21, , ,22 of 28,67,0.26,$1553906,
2022-08-17 2156-00,Leave,BuckonYT,212811359,178.149.70.153,24, , ,10 of 28,52,0.34,$19748,
2022-08-17 2156-15,Leave,xDarkyss,180974234,46.174.20.11,3, , ,16 of 28,77,0.33,$69658,
2022-08-17 2156-19,Leave,IQ6000,186297577,87.158.250.41,12, , ,21 of 27,61,0.28,$2512,
2022-08-17 2155-46,Join,flynoudo,209251819,77.167.219.242,1, , ,20 of 29,31,0.08,$355123,
2022-08-17 2156-39,Leave,flynoudo,209251819,77.167.219.242,1, , ,20 of 29,31,0.08,$355123,
2022-08-17 2156-47,Leave,flynoudo,209251819,77.167.219.242,1, , ,20 of 30,31,0.08,$355123,
2022-08-17 2157-54,Leave,Nico72_ITA,39816951,79.26.131.136,6, , ,12 of 29,103,0.64,$1342738,
2022-08-17 2200-08,Leave,EastonMasters,127500681,87.189.154.14,16, , ,19 of 28,143,0.82,$45548745,
2022-08-17 2200-46,Leave,Milicionar,171413926,91.141.40.44,28, , ,14 of 27,535,2.27,$660556,
2022-08-17 2201-46,Leave,Naxum99,137615596,45.85.185.55,29, , ,22 of 27,85,0.51,$2952611,
2022-08-17 2201-58,Leave,kamil1980189,183557854,188.146.138.89,25, , ,1 of 24,68,0.37,$1115702,
2022-08-17 2201-59,Leave,FazDux,128040110,92.35.106.202,20, , ,4 of 23,90,1.38,$601399,
2022-08-17 2202-49,Leave,bashar_14,181238949,178.51.133.56,21, , ,15 of 19,67,0.26,$1552906,
2022-08-17 2203-31,Leave,0lixx0,196575286,62.46.73.35,18, , ,12 of 17,87,1.34,$1423773,
2022-08-17 2207-35,Leave,xiyt_999_,214027882,217.238.234.64,23, , ,11 of 19,111,0.0,$279917547,
2022-08-17 2207-46,Leave,Kh4x0r,159997752,90.191.244.154,22, , ,18 of 18,49,0.96,$9143,
2022-08-17 2208-00,Leave,e_xhaus,144875928,109.252.74.119,27, , ,11 of 17,32,1.28,$30606,
2022-08-17 2207-27,Join,Fly596,102886474,37.144.215.76,4, , ,11 of 14,482,0.82,$255413272,
2022-08-17 2208-48,Leave,Fly596,102886474,37.144.215.76,4, , ,11 of 14,482,0.82,$255413272,
2022-08-17 2212-20,Leave,katholicc,163615533,95.49.253.198,14, , ,9 of 13,191,1.48,$261584,
2022-08-17 2216-53,Leave,DionDeEenhoorn,125099041,86.81.194.253,0, , ,11 of 13,21,6.88,$2146134,High K/D 
2022-08-17 2217-15,Leave,UnbeatenChampion,189383515,104.28.200.1,5, , ,4 of 12,180,0.36,$4442281,
2022-08-17 2219-15,Leave,KlitschkoS,101427479,77.20.152.48,8, , ,7 of 10,140,1.03,$791328234,
2022-08-17 2219-22,Leave,Girgis187,133483667,95.90.202.181,9, , ,3 of 9,112,1.17,$1073099704,High $ 
2022-08-17 2220-48,Leave,Fly596,102886474,37.144.215.76,4, , ,6 of 8,482,0.82,$255409772,
2022-08-17 2220-48,Leave,xCandyxxx,77973851,86.20.38.195,7, , ,8 of 8,419,1.19,$2147483647,
2022-08-17 2220-48,Leave,Kopschlop,161440956,217.254.200.254,10, , ,2 of 8,138,0.93,$225958,Sound Spam 
2022-08-17 2220-48,Leave,tqkemooon,123133345,90.23.207.24,11, , ,7 of 8,125,0.71,$131601908,
2022-08-17 2220-48,Leave,gadhadgh,193957179,81.18.88.81,13, , ,4 of 8,341,1.5,$99263537,God-Mode 
2022-08-17 2220-48,Leave,LAMA-BOT,135739530,109.21.171.225,15, , ,5 of 8,163,0.99,$929305,
2022-08-17 2220-48,Leave,JaherMaChambre,178083777,90.23.205.138,19, ,Host,1 of 8,131,0.38,$249911759,
2022-08-17 2220-36,Join,xCandyxxx,77973851,86.20.38.195,1, , ,3 of 5,419,1.19,$2147483647,
2022-08-17 2221-20,Leave,xCandyxxx,77973851,86.20.38.195,1, , ,3 of 5,419,1.19,$2147483647,
2022-08-17 2220-48,Join,Piloto2991,174496028,2.153.229.73,2, , ,4 of 5,13,0.62,$451401,
2022-08-17 2221-21,Leave,Piloto2991,174496028,2.153.229.73,2, , ,4 of 5,13,0.62,$451401,
2022-08-17 2220-48,Join,samurairx7,167668259,45.231.120.186,0, ,Host,1 of 5,63,0.43,$10990,
2022-08-17 2221-23,Leave,samurairx7,167668259,45.231.120.186,0, ,Host,1 of 5,63,0.43,$10990,
2022-08-17 2220-56,Join,Mr_Nonno,159543887,79.36.188.177,5,Friend, ,5 of 5,102,0.15,$1651925,
2022-08-17 2220-56,Join,Buzzed121,208348776,81.152.51.60,4,Friend, ,2 of 5,124,0.35,$3495297,
2022-08-17 2222-18,Leave,Mr_Nonno,159543887,79.36.188.177,5,Friend, ,5 of 5,102,0.15,$1651925,
2022-08-17 2227-14,Leave,samurairx7,167668259,45.231.120.186,0, ,Host,1 of 4,64,0.43,$11990,
2022-08-17 2227-14,Leave,xCandyxxx,77973851,86.20.38.195,1, , ,3 of 4,419,1.19,$2147483647,
2022-08-17 2227-14,Leave,Piloto2991,174496028,2.153.229.73,2, , ,4 of 4,13,0.57,$452396,
2022-08-17 2227-14,Leave,Buzzed121,208348776,81.152.51.60,4,Friend, ,2 of 4,124,0.35,$3495297,
2022-08-17 2227-14,Join,Kaplan_0303,200053329,178.7.90.150,3, , ,2 of 28,66,0.3,$794262,
2022-08-17 2227-14,Join,Fakyo_0,209473672,89.223.147.155,5, , ,15 of 28,66,0.94,$5045342,
2022-08-17 2227-14,Join,ast3RRR,200695941,79.139.134.140,7, , ,22 of 28,70,0.82,$163263,
2022-08-17 2227-14,Join,diego240ai,186906533,77.114.198.181,8, , ,11 of 28,101,0.45,$50742,
2022-08-17 2227-14,Join,Rexgeneral00,144750991,87.20.22.228,9, , ,28 of 28,51,0.71,$459252,
2022-08-17 2227-14,Join,Barack Obama,1337,85.7.110.104,10, , ,4 of 28,256,1.6,$3480777,
2022-08-17 2227-14,Join,dackfahr,22834399,188.108.103.170,12, , ,19 of 28,831,0.41,$172201367,
2022-08-17 2227-14,Join,mrmot321,197868482,109.92.74.146,13, , ,17 of 28,67,0.4,$142848,
2022-08-17 2227-14,Join,xoliveryt2,180757228,79.161.37.190,14, , ,9 of 28,57,0.21,$126591,
2022-08-17 2227-14,Join,KoS_MI,112117969,91.197.68.1,16, , ,7 of 28,117,0.92,$2623239,
2022-08-17 2227-14,Join,ciucaxz,21964733,86.121.8.96,17, , ,20 of 28,138,0.44,$3515937,
2022-08-17 2227-14,Join,Cyclik_B_Tanke,73067327,188.163.81.177,18, , ,21 of 28,165,2.33,$637287045,
2022-08-17 2227-14,Join,ahrste77,203863236,88.64.48.156,19, , ,8 of 28,79,0.43,$1478080,
