GeeSkid v1.05
Date/Time,Join/Leave,Name,SCID,IP,PID,Friend,Host,Host Priority,Rank,K/D,Money,Modder Flags
2022-10-01 0351-52,Join,biuzgbuy,205234097,65.50.33.105,14, , ,19 of 30,21,0.73,$757599,
2022-10-01 0351-52,Join,KiwiKushi,53540429,108.237.115.245,15, , ,21 of 30,120,0.87,$10585,
2022-10-01 0351-52,Join,Gotaluvductape,25684855,99.254.98.165,16, , ,27 of 30,188,0.97,$52484,
2022-10-01 0351-52,Join,0nlypans,202049203,73.179.1.123,17, , ,4 of 30,122,0.38,$14580641,
2022-10-01 0351-52,Join,Cornzies,202094012,65.34.220.88,18, , ,12 of 30,18,0.47,$754734,
2022-10-01 0351-52,Join,Toronto23s,125439834,99.249.25.181,19, , ,29 of 30,77,0.56,$757106,
2022-10-01 0351-52,Join,Andrew2240E,141820275,99.249.46.20,20, , ,15 of 30,63,0.53,$2818524,
2022-10-01 0351-52,Join,Vladikins69,155726605,99.249.41.226,21, , ,3 of 30,83,0.64,$2236004,
2022-10-01 0351-52,Join,soziety,87940664,199.115.144.69,22, , ,11 of 30,97,1.09,$4283298,
2022-10-01 0351-52,Join,SlowDownnnnn,66272583,142.189.10.44,23, , ,14 of 30,141,1.07,$2317370,
2022-10-01 0351-52,Join,Android17TheGOAT,66273500,142.116.19.0,24, , ,10 of 30,8000,0.63,$2,
2022-10-01 0351-52,Join,RoxieFoxie911,204163452,68.62.187.255,25,Friend, ,5 of 30,118,1.14,$1553501,
2022-10-01 0352-03,Leave,Official_Asim,162942067,104.230.72.203,0, , ,8 of 30,235,0.67,$1975300,
2022-10-01 0352-03,Leave,iKevito,33933468,99.246.38.62,7, , ,25 of 30,59,0.85,$74039,
2022-10-01 0352-03,Leave,Juic-N-1980,214887311,75.117.5.235,11, , ,2 of 30,20,0.33,$1650046,
2022-10-01 0352-03,Leave,Gotaluvductape,25684855,99.254.98.165,16, , ,27 of 30,188,0.97,$52484,
2022-10-01 0352-03,Leave,Andrew2240E,141820275,99.249.46.20,20, , ,15 of 30,63,0.53,$2818524,
2022-10-01 0351-52,Join,Nootib,81367023,99.97.141.147,27, , ,28 of 30,8,1.53,$97562,
2022-10-01 0351-52,Join,xCandyxxx,77973851,86.20.38.195,28, , ,1 of 29,420,1.19,$2147483647,
2022-10-01 0352-36,Leave,soziety,87940664,199.115.144.69,22, , ,11 of 29,97,1.09,$4283298,
2022-10-01 0351-56,Join,ANTVENOM736,71556055,108.41.42.125,29, , ,9 of 29,420,0.47,$606918412,
2022-10-01 0352-57,Leave,ANTVENOM736,71556055,108.41.42.125,29, , ,9 of 29,420,0.47,$606918412,
2022-10-01 0353-03,Join,ChuCharino,71772673,104.230.210.123,22, , ,25 of 29,97,1.09,$4283298,
2022-10-01 0354-31,Leave,ProllyShadow,123233841,72.187.11.83,5, , ,22 of 30,51,0.57,$238414,
2022-10-01 0353-48,Join,Bloodshot089,79912830,173.59.11.10,29, , ,16 of 29,320,0.77,$1176870033,
2022-10-01 0354-56,Leave,Gotaluvductape,25684855,99.254.98.165,16, , ,27 of 30,188,0.97,$52484,
2022-10-01 0354-22,Join,Clogg3dToil3t,202090552,73.84.3.245,8, , ,3 of 29,53,0.75,$7951647,
2022-10-01 0355-05,Leave,Clogg3dToil3t,202090552,73.84.3.245,8, , ,3 of 29,53,0.75,$7951647,
2022-10-01 0354-36,Join,TyperoYipero,95491841,100.0.38.155,5, , ,12 of 30,57,0.67,$180606,
2022-10-01 0355-53,Leave,KiwiKushi,53540429,108.237.115.245,15, , ,23 of 30,120,0.87,$10585,
2022-10-01 0355-16,Join,Zandermm_,158304307,24.250.208.175,16, , ,11 of 29,742,0.66,$28023867,
2022-10-01 0356-21,Leave,RoxieFoxie911,204163452,68.62.187.255,25, , ,6 of 30,118,1.14,$1553501,
2022-10-01 0357-18,Leave,taquito3838,202118715,71.206.87.193,1, , ,6 of 30,127,0.52,$6748164,
2022-10-01 0357-18,Leave,TyperoYipero,95491841,100.0.38.155,5, , ,11 of 30,57,0.67,$180606,
2022-10-01 0357-18,Leave,WANGLI28,212548158,43.129.241.170,6, , ,30 of 30,133,2.31,$202557,
2022-10-01 0357-18,Leave,iKevito,33933468,99.246.38.62,7, , ,25 of 30,59,0.85,$115539,
2022-10-01 0357-18,Leave,Clogg3dToil3t,202090552,73.84.3.245,8, , ,3 of 30,53,0.75,$7951647,
2022-10-01 0357-18,Leave,Leeeeeeemes,152385725,72.76.103.140,9, ,Host,7 of 30,77,0.41,$425487,
2022-10-01 0357-18,Leave,rxmivelascoo,202522963,45.87.214.78,10, , ,24 of 30,298,1.3,$1548762,RAC 
2022-10-01 0357-18,Leave,Juic-N-1980,214887311,75.117.5.235,11, , ,2 of 30,20,0.33,$1649046,
2022-10-01 0357-18,Leave,dead_elephant,68205725,24.238.77.240,13, , ,23 of 30,68,0.31,$840821,
2022-10-01 0357-18,Leave,biuzgbuy,205234097,65.50.33.105,14, , ,22 of 30,21,0.73,$757599,
2022-10-01 0357-18,Leave,Zandermm_,158304307,24.250.208.175,16, , ,10 of 30,742,0.66,$28023867,
2022-10-01 0357-18,Leave,0nlypans,202049203,73.179.1.123,17, , ,5 of 30,122,0.38,$14580641,
2022-10-01 0357-18,Leave,Cornzies,202094012,65.34.220.88,18, , ,12 of 30,18,0.47,$755297,
2022-10-01 0357-18,Leave,Toronto23s,125439834,99.249.25.181,19, , ,29 of 30,77,0.56,$759106,
2022-10-01 0357-18,Leave,Andrew2240E,141820275,99.249.46.20,20, , ,15 of 30,63,0.53,$2820324,
2022-10-01 0357-18,Leave,Vladikins69,155726605,99.249.41.226,21, , ,4 of 30,83,0.64,$2236004,
2022-10-01 0357-18,Leave,ChuCharino,71772673,104.230.210.123,22, , ,27 of 30,1008,1.1,$649619057,
2022-10-01 0357-18,Leave,SlowDownnnnn,66272583,142.189.10.44,23, , ,14 of 30,141,1.07,$2316370,
2022-10-01 0357-18,Leave,Android17TheGOAT,66273500,142.116.19.0,24, , ,9 of 30,8000,0.63,$2,High rank 
2022-10-01 0357-18,Leave,Nootib,81367023,99.97.141.147,27, , ,28 of 30,8,1.53,$97562,
2022-10-01 0357-18,Leave,xCandyxxx,77973851,86.20.38.195,28, , ,1 of 30,420,1.19,$2147483647,
2022-10-01 0357-18,Leave,Bloodshot089,79912830,173.59.11.10,29, , ,19 of 30,320,0.77,$1176870033,
2022-10-01 0359-04,Leave,xCandyxxx,77973851,86.20.38.195,0, ,Host,1 of 1,420,1.19,$0,
2022-10-01 0359-04,Join,davidisme_,87977288,109.252.77.235,0, , ,2 of 26,111,0.6,$26385,
2022-10-01 0359-04,Join,_Suse_,199425137,87.123.195.122,1, , ,17 of 26,400,0.63,$74416235,
2022-10-01 0359-04,Join,GTA768768JFDH464,147386438,85.9.20.138,2, , ,12 of 26,169,0.25,$10814,
2022-10-01 0359-04,Join,bizarreN4521,175535215,176.189.236.125,3, , ,26 of 26,514,0.93,$56802162,
2022-10-01 0359-04,Join,trebla052,177083380,185.117.147.250,5, , ,19 of 26,77,0.91,$686610,
2022-10-01 0359-04,Join,Megasucette10,215662553,109.19.118.88,6, , ,16 of 26,651,1.5,$38407909,
2022-10-01 0359-04,Join,KaWiix9,154412206,77.204.146.239,7, , ,14 of 26,96,1.04,$182374,
2022-10-01 0359-04,Join,EvieEvolution,160218199,2.222.41.220,8, ,Host,3 of 26,136,1.29,$7258700,
2022-10-01 0359-04,Join,FAKIR92292,177613428,37.29.40.136,9, , ,4 of 26,169,0.75,$21186845,
2022-10-01 0359-04,Join,LocoWaldo,204643884,173.18.121.166,10, , ,24 of 26,1009,0.68,$299874,
2022-10-01 0359-04,Join,Voronezh36captio,182661729,95.32.117.209,12, , ,13 of 26,221,0.51,$334675,
2022-10-01 0359-04,Join,TheCosmicPostman,105768561,58.6.169.158,13, , ,15 of 26,274,1.15,$176257260,
2022-10-01 0359-04,Join,Wolfang1104,139309199,91.88.68.36,14, , ,25 of 26,28,0.65,$449154,
2022-10-01 0359-04,Join,ssmlka,211554948,90.188.247.60,15, , ,22 of 26,146,0.52,$61393285,
2022-10-01 0359-04,Join,Demonix666,8507696,188.16.151.229,16, , ,9 of 26,53,0.6,$69418,
2022-10-01 0359-04,Join,Ohdine-_-2022,198418731,84.147.252.66,17, , ,11 of 26,291,1.64,$3097232,
2022-10-01 0359-04,Join,D0ntB3R4c1stP1Z,154085854,23.230.214.83,18, , ,21 of 26,135,1.37,$284087967,
2022-10-01 0359-04,Join,ewrt4ttTGEGE4G4E,164581347,88.122.225.226,23, , ,23 of 26,262,1.37,$5980561,
2022-10-01 0359-04,Join,Rodioku,175622738,178.68.198.131,25, , ,7 of 26,42,0.33,$2187,
2022-10-01 0359-04,Join,SpotemnDropem,209159440,92.233.21.81,26, , ,6 of 26,9,1.0,$31,
2022-10-01 0359-04,Join,topher0606,145817612,217.150.73.79,27, , ,18 of 26,435,0.62,$161479134,
2022-10-01 0359-04,Join,Spliffology420,191769488,91.239.206.214,28, , ,10 of 26,220,1.51,$1319795344,
2022-10-01 0359-04,Join,Karton_baton,163850937,88.86.81.207,29, , ,8 of 26,502,4.72,$94338286,
2022-10-01 0359-15,Leave,GTA768768JFDH464,147386438,85.9.20.138,2, , ,12 of 26,169,0.25,$10814,
2022-10-01 0359-15,Leave,bizarreN4521,175535215,176.189.236.125,3, , ,26 of 26,514,0.93,$56802162,
2022-10-01 0359-15,Leave,Voronezh36captio,182661729,95.32.117.209,12, , ,13 of 26,221,0.51,$334675,
2022-10-01 0359-15,Leave,ssmlka,211554948,90.188.247.60,15, , ,22 of 26,146,0.52,$61393285,
2022-10-01 0359-15,Leave,Rodioku,175622738,178.68.198.131,25, , ,7 of 26,42,0.33,$2187,
2022-10-01 0359-15,Leave,SpotemnDropem,209159440,92.233.21.81,26, , ,6 of 26,9,1.0,$31,
2022-10-01 0359-18,Leave,davidisme_,87977288,109.252.77.235,0, , ,2 of 26,111,0.6,$26385,
2022-10-01 0359-56,Join,xCandyxxx,77973851,86.20.38.195,0, , ,1 of 29,420,1.19,$2147483647,
2022-10-01 0400-09,Join,22Citylights22,77161447,213.205.197.0,4, , ,14 of 28,399,0.79,$6829599,
2022-10-01 0401-01,Leave,22Citylights22,77161447,213.205.197.0,4, , ,14 of 28,399,0.79,$6829599,
2022-10-01 0400-22,Join,xKubixv2,132416024,83.8.195.108,19, , ,16 of 29,120,0.54,$176131,
2022-10-01 0401-07,Join,PATRIOT_GAME,166856301,188.68.148.178,21, , ,4 of 29,87,0.7,$348803,
2022-10-01 0401-54,Leave,PATRIOT_GAME,166856301,188.68.148.178,21, , ,4 of 29,87,0.7,$348803,
2022-10-01 0402-40,Leave,22Citylights22,77161447,213.205.197.0,4, , ,15 of 30,399,0.79,$6829599,
2022-10-01 0402-51,Leave,Megasucette10,215662553,109.19.118.88,6, , ,19 of 29,651,1.5,$38406977,
2022-10-01 0402-14,Join,TianBing,65429448,45.8.33.13,22, , ,18 of 28,137,3.41,$1707084,RAC 
2022-10-01 0403-01,Leave,TianBing,65429448,45.8.33.13,22, , ,18 of 28,137,3.41,$1707084,RAC 
2022-10-01 0403-28,Leave,TianBing,65429448,45.8.33.13,22, , ,18 of 28,137,3.41,$1707084,RAC 
2022-10-01 0403-28,Leave,ewrt4ttTGEGE4G4E,164581347,88.122.225.226,23, , ,25 of 28,262,1.37,$5980561,
2022-10-01 0403-28,Leave,Rodioku,175622738,178.68.198.131,25, , ,8 of 28,42,0.33,$2187,
2022-10-01 0403-28,Leave,SpotemnDropem,209159440,92.233.21.81,26, , ,7 of 28,9,1.0,$31,
2022-10-01 0403-28,Leave,topher0606,145817612,217.150.73.79,27, , ,20 of 28,435,0.62,$161479134,
2022-10-01 0403-28,Leave,Spliffology420,191769488,91.239.206.214,28, , ,11 of 28,220,1.51,$1321430344,
2022-10-01 0403-28,Leave,Karton_baton,163850937,88.86.81.207,29, , ,9 of 28,502,4.72,$93628316,
2022-10-01 0359-04,Join,PennyBaby101,210554648,47.7.252.74,20, , ,12 of 22,38,0.82,$1840228,
2022-10-01 0359-04,Join,AK_Titan1200,210555939,47.7.252.74,11, , ,5 of 22,54,0.81,$2156693,
2022-10-01 0403-28,Join,PapaShmeaty,38749465,98.221.178.54,4, , ,4 of 22,163,2.5,$998514370,
2022-10-01 0403-28,Join,gura633,206798838,67.245.124.47,6, , ,13 of 22,43,0.33,$899958,
2022-10-01 0404-08,Leave,Longyulin2,206754604,74.72.14.7,3, ,Host,2 of 25,81,0.44,$647105,
2022-10-01 0404-09,Leave,xhzybzsy,206784889,72.227.159.98,5, , ,10 of 24,23,0.66,$4727056,
2022-10-01 0404-09,Leave,gura633,206798838,67.245.124.47,6, , ,15 of 24,43,0.33,$899958,
2022-10-01 0404-11,Leave,tashuo12138,216970715,151.205.110.48,1, , ,2 of 22,22,0.0,$101554,
2022-10-01 0403-45,Join,Pacozx,156582126,35.141.14.11,23, , ,12 of 22,106,0.58,$797877,
2022-10-01 0403-45,Join,lickmyclipz,187751435,216.181.110.5,22,Friend, ,4 of 22,268,3.6,$49144444,Karen 
2022-10-01 0404-24,Join,Gauzy_20,151116842,77.99.226.56,1, , ,18 of 22,32,1.63,$58373,
