Parkanec|2449370|2552581065|3669258185
NexozAD|188201978|2963640576|3787975636
Tobiwan00|189741933|1401811087|2784381058
Koubik59|92602697|1484743270|25625955
iShowSpit|209846847|1442172004|4003613057
cyberfox59432|123070744|1329760911|3427761534
IIYouIIssefII17|216150134|1321212246|2084686496
athena_la_louve|129422414|3561285512|1765259818
LiamsLeben|190344887|2965885620|2973757341
Tsapluuna|57394788|1605330991|4248392860
usDRAGON911|167557472|2595684405|1410942775
Melone-Melody|216746912|1026610247|4115799762
Fullquequette|124516259|1537520282|3485802827
adelo700|183752446|1341546262|1522799409
SFASFASFcast3530|135862310|2365257250|610947502
usDRAGON911|167557472|2595684405|1410942775
Melone-Melody|216746912|1026610247|4115799762
usDRAGON911|167557472|2595684405|1410942775
nypra_|163520553|1317110789|111116618
MoxxieTheDemon|203484381|803275609|3491834954
usDRAGON911|167557472|2595684405|1410942775
Szym0n_YT|162507299|1466254554|1136055975
usDRAGON911|167557472|2595684405|1410942775
lolatron65|98102883|1378616496|619431103
xNoHypxzZ|172111959|1535019352|3410907384
usShaco911|216386677|2757544417|365723612
xNoHypxzZ|172111959|1535019352|3410907384
usDRAGON911|167557472|2595702926|1410942775
shibamTA6969|213465600|1838617976|2852730800
EddyMwaWii|164924650|1305241801|1027751562
meyer666|201958678|1538161180|1784185854
RAMIXGAMER99|212214520|621077728|2012565779
zer0signa12000|78980895|1603605135|112486317
Jfasta|40844018|1382405196|1226061926
Grozlok|202961704|1570756913|1790982517
RavenWeed420|18883982|2871126688|3517746322
luluvalley|178298016|1508808364|3568386377
DJBeathoven|55424019|1341655921|339828994
MAKAR12spot|189158219|95160133|3867498780
OPTIMUS__IRISH|169369812|1833855717|2714413629
T-raw2|41238693|1026031587|462204018
tolik36vrn|85801758|3105988894|2964301175
WickedBanshee|1414074|1495755721|3567097871
Don-Gelato|35063824|1438532767|1387744482
Nightwings2345|215246649|1538154759|2147303429
AJK_1997|124850913|1416878120|1104700436
John_Lowrence|39599636|633446228|3397558728
Thomi247|177250758|3129013521|2662651105
DustyLoc_OG|196727760|2502096044|3384711782
33DawidSss|68910541|1448610766|3168074490
DeltaAzv|206585491|1540209843|1981004356
doombug11|21074107|1443589392|2815066886
toxa1254|130762167|528662954|366051450
_ScarletWitch_|130007127|1471393408|3531509141
Tsapluuna|57394788|1605330991|4248392860
fineLolo655suit2|200092728|1375425125|3328134024
tonyboy_97213|73927707|1356209515|618805449
MumflerPumfler|127417086|1336760474|2840470310
klliShadow|23658972|85111223|73911699
ZUMAISTRO|203413552|1316516977|1448942461
EzIkPrO|2158185|1841580863|106189874
lolatron65|98102883|1378616496|619431103
yann1143|101139318|1555587503|367524450
raceboost|192539775|3161636247|3681125204
AgentEnte92|131592382|1419664532|4125951820
littelcomelo|84207009|2966602555|2941578116
Xsascha423X|205360272|1351072280|4050634521
soggyfilou73|132036716|1537469524|4140765723
smrplug|216341926|1442386587|2373888782
Storgi08|162730597|1292511793|2545963514
luluvalley|178298016|1508808364|3568386377
ZuckerJungee|108758577|1467643285|3785664348
MNeymoo|66715361|1301050489|1474825834
van_MeVeRiCkX|189329335|521173033|898235041
kalkaman95|39904152|1503818134|3728226123
RazmoXz|195331236|2962127352|689809058
Hellrider|345920|1406913922|1677703277
Tim-pav250|164636508|92432659|2872132392
OGRockMUE|103283018|1451204494|3481262700
godi0078life|150235232|622180921|2118292981
kizersoza|149940277|1454031501|2012344225
faduqq|158313331|3558082215|3370016859
zHannes.|106074406|1599778856|1349152173
bread3393|210003850|2409593296|4056697181
AidenRisk|190326965|1486358573|2373178738
CaptainFeather|35620687|1452911482|755335087
Sleijeri|475892|1504060844|2292415219
ThePurger666|203536352|1441307807|1837339404
atomed|34346308|1405429985|453667243
rogern187|27753713|1423294522|1113727526
ABility_GHost|110627440|1448221847|4149907807
ItRainsAllNight|75661446|2960681620|666454346
AdLeR_slt|183553948|3117730013|3859349351
Finn070808|179574900|1557204139|527177309
Mstun_UPA|149169550|3558082215|3889418730
vladber2|177034907|2871130971|2706677184
Mister_X2|2060894|1530521068|2284171068
-DIBA-|80440014|3119781657|2758938378
Stefi_braun|161741969|3575153811|3870758768
encegi|81319156|780843750|2775684423
Thordi2020|145302313|3106224488|1244870056
RazmoXz|195331236|2962127352|689809058
LokiSohnAsgard|191095373|1480606121|3447546830
madIeine|164971802|2606682505|1189823436
bread3393|210003850|2409593296|4056697181
MNeymoo|66715361|1301050489|1474825834
CaptainFeather|35620687|1452911482|755335087
Sleijeri|475892|1504060844|2292415219
ThePurger666|203536352|1441307807|1837339404
kalkaman95|39904152|1503818134|3728226123
Hellrider|345920|1406913922|1677703277
atomed|34346308|1405429985|453667243
rogern187|27753713|1423294522|1113727526
ABility_GHost|110627440|1448221847|4149907807
OGRockMUE|103283018|1451204494|3481262700
godi0078life|150235232|622180921|2118292981
kizersoza|149940277|1454031501|2012344225
ItRainsAllNight|75661446|2960681620|666454346
faduqq|158313331|3558082215|3370016859
AdLeR_slt|183553948|3117730013|3859349351
zHannes.|106074406|1599778856|1349152173
Finn070808|179574900|1557204139|527177309
vladber2|177034907|2871130971|2706677184
rebleman|18287016|1437319043|3998035878
encegi|81319156|780843750|2775684423
OJIeHb_CeBePHbIu|163975201|1435241179|68272088
MVasya_12651|213079867|2870400305|3548949978
MrFokdester|132820466|1597340245|4051879816
NeW.PaRaNo|46393242|1552092290|94840075
Nahedya|144909178|1585866543|1390289945
IDr_death1986I|129054184|1430547032|1626463892
RCJ_Valkyrie|178205858|1600769303|1424754568
DedlyStrike|105865832|1456027840|1242302346
ShanerTBI|77293303|1308177233|3369274482
Sel4ch11|212152641|1599145873|3374589312
Rixe911|74140165|633930819|3447380402
M4droz|126782173|2600794497|346414319
sucubusnomi|104044906|1559034338|3659564598
23KingKarma|212734373|868130284|1167473227
KavieWavie|211696123|1656108774|368164405
MintyLightPlays|102188440|2925793150|1231318725
Crack-Dealer123|215273698|3263984601|561889826
Flutiau45|177656589|1316798245|4224339185
deecatt|163920908|3279065436|1967431625
bungel|15221932|533535220|2546474251
CaptainFeather|35620687|1452911482|755335087
RavenWeed420|18883982|2871126688|3517746322
RustyIsTrash|146018045|1227275487|2388117014
x_xLavi|204905673|1332746247|3817734687
CVS1312|216553037|1599853478|1406612527
Niequy|217254063|1578742647|530565606
tengel598|128311868|1505402497|2690119864
tellrites|203106502|531493677|3846078217
Sleijeri|475892|1504060844|2292415219
hajuherni02|121111969|1844480160|3868893848
DuleRobija|49992656|2996094578|1656051532
AoD111062|119100506|1337999266|754928237
GrIzLE_PiKe|202477403|1487554505|1586363787
Sonny-Kent|102928182|1405291183|933065534
dragon40600|97628740|1316388709|3281831860
ameliamarie_|180313750|1465863714|64181418
RatEight|102273496|785132904|2648153996
I19VVK|81220357|531493065|192331106
berzerk7514|81894229|1516021634|1570773583
DZReez|114582945|1598441360|174444263
daddyrussian420|183035472|1045199577|813789921
Sandwich_shooter|151652879|1585863499|3057025696
CountZero1111|3401511|1565083690|1853808097
Labebete|34964813|1458701966|3504698499
cecile71000|216487055|2152651084|3254194729
Gaetan28100|116376249|522226764|827102345
MaJoRr47|45386262|1042523802|2459085926
mihairaul22|179473704|1406472816|2911977426
Andrei170700|181631099|3000433122|2314287695
codeehall11|209931468|3116386287|4245271149
Rusnavi|126092029|773790517|3710146549
Dyna__|150493772|2152651084|2523128781
DarkPiment56|82001758|1843333533|795734644
Smulter|133154102|1373896090|1140706476
ThePlayereq666|127014273|1508372934|3958129345
Den_Seje_Ged_UG|216034952|1503038368|1928351004
Tinquan73800|166482385|1537427345|793044434
XxBaptiste911xXr|168771759|1484396024|3389982414
Jojo_2800|161948249|1585863592|2515351509
biccsgretikehh|188152581|625741394|1411143149
Biotank_2|67433023|1516570750|1652760838
not_hardskill|113501721|3169193638|896724016
Romann756|210575262|771762356|750390423
IxAthenaxI|42924174|3110811714|1461359801
HuiTenten|215708207|2859094024|3729031495
lSEKCl|179634891|1658112259|1312309721
Dionisio0529|166047492|790810257|1440742300
Mavyrn|161074218|1646477723|1640788689
Jake_State_Farm|31356951|1657519994|560585555
RojoDJ|185570739|3179338131|1246275047
Spliffsoldier|91194519|1150460101|3613752824
_iFaceTimeOpss|107228012|1135388771|4235412982
lucasnatan1130|205957591|729960974|3404690610
SlurpeeStrawAss|84007080|1756286113|3116243859
MovinE60|193267737|1235095277|3489597185
West_Coast_Chaos|137784369|1161755554|1429454111
T3knek|213725850|3231833878|1891479487
TheBigJBowski|160025663|3233742835|1573900582
1flaws|217024280|403668186|339377332
TheBig_Mick|76901987|1141230827|3640238920
Octuron|104735557|2913892246|3425418302
CorkeyPlains|138950183|1232364454|1390955612
JamieRyes|134494878|2945340807|2064727517
Azuree97168|215900232|1079370573|882123882
ll_Aulsaine_ll|217190491|2834022950|909406307
LX_SHAITAN_XL|175591687|3185322755|3795286216
ZerooMX|108721431|3381487736|3707577598
olim-78|197859297|763979238|3927282570
Bubatz_Michi2000|209965341|1351257570|4230074077
euronix-|212892998|1469003693|3495671908
NONO_525|175399985|87620145|4076611713
Ivanik_FX|199117696|1334547542|4100416608
lelemarathon|211471664|1437098922|3941967024
AluroX2|215838513|1607530603|39995379
oper322|162587111|521654630|2044593351
PANNEKOEKEN9964|191997665|1308251658|1101551459
Lady_Cat_Magic|152746104|3230732479|3191045864
Flimmious|87099793|3167894456|885989107
Matheo04200|202389841|1829527314|3640638914
LucasButtons|167479629|1443200448|949911452
X_ribemin_x|138733639|1335685757|2114765012
D4RKS17|160034857|1395153088|849720074
1kalimist11|69441268|2990709764|3152798356
Rtx-gta3|206295573|1607530535|193184591
_WeeKeeD|140126022|2481307921|1113778047
cikenen|206313429|2954144657|941160561
KissMyController|186525947|1341172542|2646872515
LunaAkaR0se|152943032|1523422946|1318261082
deadpanggggggggg|125154904|1467728822|1252449375
EryczekPatyczek9|171902342|785148250|2900499319
valkoeno|147345075|1412868429|3975736203
MOSCHINO___rra|123658104|2988614600|920697252
NormalPants3190|217237932|1298428363|1783231023
yelowboxx69|197331600|3119630275|4229771810
Eilte_Alpaca|208175839|1517685536|3473758440
godddds|66384750|1451582186|1231070428
Lqnelyy|208890543|1375855502|3418162608
xExample|116098293|782643537|1264710013
luukthefirebal|180351339|3644763063|2536825446
Burki_15|198868567|2995726671|1991299697
stepans1s|216789574|1467299603|757575245
EV1LGAM1NG|186111064|785624463|2483016595
Tyap16|161271922|2988653439|1151416495
obama_na_xye|172679186|784329039|2536946069
EgliD18|209802919|3250284172|1394008950
Vyacheslav200615|209382746|778211031|1308805357
bucefalsLV|92378502|1533623516|323329944
Kengmen_|163840415|2515133427|4018847182
BobLM735|175528703|3159205420|2615851349
plugwalk2425570|201070987|2956881429|1119911045
BEASTX-01|193753813|765124733|3975925984
STRONT_SLAAF|184050425|1308276748|2707922469
KevoManiak_02|128737472|3165126573|2971515150
GumpieTije|100370529|1346180360|2379297015
ILudwig|196495127|1376841042|491232220
JaimyDePro14|124941523|1473266089|3950609358
Smol_Patito|172084591|1553247675|794687267
nick4103|124374236|772930520|332974049
Lordder3te|210453364|1560034116|768314221
StrobeChan|20474290|1607496171|690837316
ll_Aulsaine_ll|217190491|2834022950|909406307
TheBigJBowski|160025663|3233742835|1573900582
JoeysRaticate|120083666|1085511263|2407749753
Swunglepord862|196354434|2931855601|3965745986
ComicalSquidd|200973884|1827716412|203999006
SlurpeeStrawAss|84007080|1756286113|3116243859
West_Coast_Chaos|137784369|1161755554|1429454111
lSEKCl|179634891|1658112259|1312309721
CTLMKMM|174984975|3149852368|1710166814
LX_SHAITAN_XL|175591687|3185322755|3795286216
Jake_State_Farm|31356951|1657519994|560585555
Chillmac21|197624738|3149861022|198342617
sobhan_77|213208795|760851907|2043122192
Vice_Jones|112735693|1169552058|789587509
lucasnatan1130|205957591|729960974|3404690610
dailer1505A|189937470|1754632174|2664411905
MovinE60|193267737|1235095277|3489597185
Janeckiswag|109096024|404040379|3079829048
ItsMike9232138|214049809|1235902401|1277349465
TheLashbrook|193861479|1225100060|3446276927
BavlyBoka20|166949972|584183906|1122917704
CannaCannibal69|60030516|844318617|2764776994
jenjke|18096109|787615296|3099282139
breath031197|107655886|90151131|3685820165
LeoGalante76|159868496|94695993|2268831786
NEXTVSFD|213591686|1593604610|1345904734
HamsterMein|197903615|2292820286|4131346156
dearAlex759|215630815|1463387650|3162437208
Gianlu3d1|162793909|2966027173|2726107274
HerrKonnen|204889301|1599864650|2171101141
JoziqIsBot|157328151|1369870154|421559172
LeijonKungen|147834885|93767726|2453921406
Atos911|200010641|1531074359|500070242
SaulGaming69|186620923|3248841003|2232269724
Mk_42_PT|177701083|1364521541|4008677707
Neon_Neoff|193953009|1356126477|971160706
Marian1t|159251835|3155908396|2616020067
fireIII_officiel|207212885|1055617557|472422649
ItsLokeGamingsof|144560452|1557986799|981416854
murlch|144040491|1596000471|4282602623
fnaf10002202|209244804|868390980|175390477
HYPER-X1|210539927|2654660424|1260270827
Foxtrot_Q|153728585|1469626027|167694875
bleyman_|202040740|1519557082|3462246868
premiumgiovanni9|153286831|627384782|1723981271
Shoma777777|154310580|2960172592|4044556963
_PZalan_|189517971|1314653972|3177481768
Plutocola|35762782|1550518891|3966282234
sk8er_majk|162988120|1445988103|3395296775
xiaobenjin|212539411|1441078762|1503633254
Jake_State_Farm|31356951|1657519994|560585555
MovinE60|193267737|1235095277|3489597185
West_Coast_Chaos|137784369|1161755554|1429454111
Janeckiswag|109096024|404040379|3079829048
dailer1505A|189937470|1754632174|2664411905
lSEKCl|179634891|1658112259|1312309721
TheBigJBowski|160025663|3233742835|1573900582
JoeysRaticate|120083666|1085511263|2407749753
ll_Aulsaine_ll|217190491|2834022950|909406307
CannaCannibal69|60030516|844318617|2764776994
Vice_Jones|112735693|1169552058|789587509
Swunglepord862|196354434|2931855601|3965745986
Rockstar|67252214|2907192521|3879319624
Vice_Jones|112735693|1169552058|789587509
JoeysRaticate|120083666|1085511263|2407749753
Jake_State_Farm|31356951|1657519994|560585555
ll_Aulsaine_ll|217190491|2834022950|909406307
West_Coast_Chaos|137784369|1161755554|1429454111
Bot_Panda_1|201852571|1473352583|1773336171
JP_1911|159437087|2205335778|2737355099
wpxmexkarol5432|176664941|785124624|652520995
castledrex687|155378479|1387650635|2112618855
nextbeststep|124379401|1604193865|1794710754
Zhadko_2423|177924462|1437518005|3230816354
mikelbalas|91526130|1431573558|1599437159
SaintDevore|168256715|1407813643|3005802865
kartoffel762|209042633|1469741472|1306037252
RITOX63fr|209696049|1554728330|3277074641
sorrydudee123|181254729|1445552240|3998508603
HereticsdaniFNS|130714444|2335144187|2652447128
PRAMICH|216961329|3163104164|1034692173
IWantCuddles|121532025|532080210|1793814076
timpa103|136479366|3581068355|1500010820
papaiseenheld|210060043|1364419015|3694458048
alfiebevanYT|175672038|1397867851|1291306569
Drone0160|123845329|1407680344|18835952
OGG_Lukash|215160193|522184230|975430536
S3MA-_|161877185|2960128146|1065829807
Spemuli|79199073|1431055921|2394491177
Mirmalin|126454468|1442386327|2564264128
D_E_A_T_P_O_Ii|205055585|530710992|3584262888
KUSHERINI|139812833|3657201693|487995896
Karma-LKB|122007398|2965000368|1515472687
gtagamerpro12|107115933|1594920117|698126374
Stetfortxd|163112299|3104084419|1115262352
Anishoue|184990350|1518228484|442124167
AoD111062|119100506|1337999266|754928237
-C0C0-|5181018|1495827732|2552415068
KashtyrXx|186769164|1396342959|522165482
Riv-2-er|175527049|47024109|3140547986
zabarik21|181427813|530711717|2387567312
Meteo-Ldrago23|215574499|1486403603|1409224559
OiseauPants7264|63802817|1842717865|440960247
KytaCZE|186504085|783140289|2597382286
xjaneqx213|213250988|520117655|542619983
Killers_010|140808179|1345894057|1369079899
tefyox|215996403|1487817445|1489010601
Alonegamer207|135094671|2537819210|455547036
marhalb|77378623|521271406|192449562
Tomas_212500|192721643|3159080837|1458998422
Shadow-Shifter|161532366|1411961893|2403928612
flyker012|89560810|1538556991|3273014701
perrete07|161173321|1396368769|3454741383
Gunblade592|92388698|1469282123|3146773345
Luca_alone|121725521|3168367121|2029767588
Elia_samu|178718532|1426514927|744761658
Tonetone.|68687655|1379962885|2355218513
Game-Storm|170701407|1523594408|3144585137
MELAHXOLIK|18440708|3165307421|618400969
xxxxBRAVOxxxx|66905951|1443051978|1449912227
-_godkiller_-|182068172|1591129721|3056325396
Patrik82400|125251671|2328299424|3268842071
HIRNSPALTER123|124786597|1469580096|520076016
KrKuba|192873415|1841599506|1724542572
KURGGU_Hemppa|214099217|2958943286|2138635640
SunDown58|203126104|1418824766|2073938213
DenisGadelshin|216663289|784304640|2006716111
Jake_State_Farm|31356951|1657519994|560585555
Pauldesoos|149646346|1418825700|2082238517
Gamers37offline|103539278|1553467663|1644828042
Skidrex_|207924087|2537519552|3338802675
Sheremeta76|164597201|1438959483|1057863528
_.SeV._|106512358|3579682394|1387066373
mejik007|19586028|2959482305|2077109612
Alonegamer207|135094671|2537819210|455547036
dvoichkka|198903611|98770614|1482174401
_Scylla|62299158|1829919155|3858029652
Bleeding69|69298884|1500725385|3517873892
edwanabananana|87435230|35164964|3879356635
BoostedSuccessT|69258189|1404643403|721258018
PotatoZinks|213955507|3583325160|2487456912
german6wing|215209146|1516543342|3244278748
Flutiau45|177656589|1316798245|4224339185
WeedzytGunther|216369053|1538282692|987101034
Xx-_ALMOBIL_-xX|188997037|1484455794|295741246
steffiweffie|29659617|2402999052|3982391176
knaxtastisch|217239379|1599862982|1261351707
unaidobloke|200524526|3108613072|373577944
WallahDieWaldfee|117781951|1486359021|941441570
Meteo-Ldrago23|215574499|1486403603|1409224559
Savinov26|164513418|3116828184|3311719559
FettesEi|168859377|1529290192|3255947898
Pablo12345656|216628014|1599794217|1310002198
Honerstorm75|216532781|1550355628|1382705901
Superboom12307|190268754|3644771119|4103294486
Provoked214|114114043|3187841502|1015613031
TIKOooo0|214227603|1998715318|1819924841
NefSex|687117|1334565940|210735460
Na1TheR|142820015|634856034|212341672
Miguelking8|201124894|1831988344|3729018816
KingOfSAndreas|164801329|1450730753|347935711
RHYMES_420|127737621|1344942030|3816569665
MIKISKOS|157778506|1541876443|264412721
Artemiy2709|171888238|1334545027|1965615260
LilxFruit|178312512|1446943187|3154578227
6aTya02|162049510|3114887048|67151723
Denniszwov|166605516|1591067141|2463450644
Banditz101|139329167|1455018005|4031825190
Finley562008|199055629|1579116904|4276254932
perrete07|161173321|1396368769|3454741383
FILIPROCA08|176929012|3280492756|1342352358
mexyk852|6181896|1367631936|2225245217
zezinhoCX|203725487|1472881890|3483530920
Pacoyo84|216573747|2534636262|412406491
Onii_Kai|175196600|1327471748|1907985146
Jagaurstern|160002476|1295753701|1707052297
CHEVY_AVENUE|98984084|1599229075|3512529760
Pelek97|191044366|3647055617|3023382466
__Hawajska__|197558908|3264753356|1557405021
Poliakarm4|186571602|3253634131|4036258287
kotekzdr23|194449066|1435668033|2662767684
NevelniiGG|104869856|2956197164|990949969
VegaTeks|141750927|1456411056|1466538462
AVoidKnight|177454003|2994280319|2385104739
Yakota77|145409469|1610279922|3889560206
david_castillo_1|210645648|1219953715|3214750571
nikoo__06|164364222|1417226401|2495915435
Stormmer_PJ85|161827793|3170616120|920399311
rubychxx|197402525|1840547709|2852870399
FoxsyGT|152434624|3162236444|1182443827
Rock619S|210617943|1437311890|183211774
Mifordzik|199867707|1393918509|3030920073
chop204716|148109592|856596665|2889024027
Xexitar|171003034|1444110689|3422771186
__castodelamur__|209389753|778204752|2620650158
_xJBx_|124380983|1559801399|76055705
efrhuydjgeydstfe|165568857|1432334870|2810442768
1SHOT___|122251021|1424936336|2966844734
TuskedBow69|141507340|1371873807|3867571899
_imppu|180183392|1427990403|1083046619
MrGnarlyy|40257369|1377809179|135720404
fifipod10|197949143|781489312|2277237747
FyckVanHinten|33115334|1531057797|206352026
PohlBali|153244907|1501837535|1598498474
valeri_pa33|181233413|1490594323|2090746311
Bonnzzoo|153842309|760873226|784817302
patricutulskrrrr|161250698|1580583400|2443564596
AssKilIer|206316365|3113001970|2725635823
cengiz069|212596641|2999674965|3114922462
Adamblaniu|109282932|1840095504|3915287270
PavelSTARS1|215786401|1307365066|424850544
Cello-BS|65904388|520784649|2638033257
Oreo_765|166370221|1526628091|2860236556
luzmangame|208650994|3579720181|3520611062
Zeusyboi|132321301|93816524|825284770
Warior1975|123213655|1456443517|4220330016
Blaniu|104675174|1840095504|945695621
New_Sapo_|203897289|1435184599|4057532180
nico9080|182886739|89704990|1522574347
LilxFruit|178312512|1446943187|3154578227
GhowlZx999|202001656|1371839202|1682131072
FameWolf-|217147932|1488989774|80240107
Jasssu9|67476673|1043125560|3810861443
MR_TM_54|110421431|1448547808|1800300028
Tobias22441|51077885|1407360067|693383534
Snowmanlegion|139366314|1371838984|2878061514
Lion_Dominik|202595469|774038615|1503031064
Iron6969|154048973|1441968718|1301676362
Weeevy|141619361|90732309|428707993
suicdl|92626759|1469220766|952624909
DZ_Punisher73|160265379|1553819604|2205711656
Matthe_spams_L2|180833251|1609866410|3134185765
dobromir97|177975085|788024200|1689135651
Jake_State_Farm|31356951|1657519994|560585555
david_castillo_1|210645648|1219953715|3214750571
Siska_ebaska|123614162|781391464|718403173
Jakob_1234isa|150809921|1431525092|1512599543
DragonAdvokat|165014366|1845034214|1395648786
XXBUGHOTAKUXX_YT|179101688|1514443396|941984609
Felix_Bergfors|149320104|1489959967|1304683835
Korbi1710|90972916|1574593227|1278356465
mariocor27|158718081|1379778107|1615919538
Kodia_X|145085403|1299087452|3370121643
Moin-meister_22|210437761|1530914754|3418688575
KhoLMAT_|208310876|3589417302|4034206014
Northmen0609|130322999|1371524441|2814709334
RussianPower989|78289159|1495048733|579642714
RIPyourBALLS|180231015|3116375779|807964163
Nausicaa18|197173915|1545100201|4011679900
SkillyGaming|93154664|1522530146|88181666
max123443|180360849|1354016714|1273400964
BlazeDonuty375|210330267|1294805220|3785239046
-_-Falk-_-|112368293|1463053879|3360446310
PepsiDrinker473|205915560|1294805220|4070282613
McQuik|93330879|3163505269|1019725072
PietruchaV6|179548346|1540843523|1980550189
Bayernlover123|134690554|1340555345|2651172414
Ryze1500|217183784|2545003965|2971960503
blax2137|111013375|95283343|530248435
MakDeMoll|81315402|3580866907|3593521762
_xJBx_|124380983|1559801399|76055705
The_Black_Snake1|148018284|773862661|2354193119
bambi3a|84988696|1556335961|2430362504
JU4N20H|214045563|1335512748|1132578026
CrepyUwU|180713839|1304263007|596853640
Lady_Cat_Magic|152746104|3230732479|3191045864
Jus42069|209311356|3240134276|2301823140
mariocor27|158718081|1379778107|1615919538
Kodia_X|145085403|1299087452|3370121643
Siska_ebaska|123614162|781391464|718403173
_xJBx_|124380983|1559801399|76055705
KhoLMAT_|208310876|3589417302|4034206014
Northmen0609|130322999|1371524441|2814709334
RussianPower989|78289159|1495048733|579642714
MakDeMoll|81315402|3580866907|3593521762
Jakob_1234isa|150809921|1431525092|1512599543
DragonAdvokat|165014366|1845034214|1395648786
SkillyGaming|93154664|1522530146|88181666
The_Black_Snake1|148018284|773862661|2354193119
McQuik|93330879|3163505269|1019725072
FistyMcGee89|146774088|1838446353|1516246570
bambi3a|84988696|1556335961|2430362504
Ryze1500|217183784|2545003965|2971960503
CrepyUwU|180713839|1304263007|596853640
Felix_Bergfors|149320104|1489959967|1304683835
Korbi1710|90972916|1574593227|1278356465
RIPyourBALLS|180231015|3116375779|807964163
-_-Falk-_-|112368293|1463053879|3360446310
Nausicaa18|197173915|1545100201|4011679900
BlazeDonuty375|210330267|1294805220|3785239046
PepsiDrinker473|205915560|1294805220|4070282613
blax2137|111013375|95283343|530248435
XXBUGHOTAKUXX_YT|179101688|1514443396|941984609
FejeKeje|164375635|95259656|2742628108
WellanSmysse|154329781|1325167746|2863915300
Btz019|167410168|1530709268|1810794593
njambruno|177070907|1442684275|1787886412
beautifulaligato|135002373|3586662214|433316132
Bagr123bro|211979614|1432205581|1613727871
