GeeSkid v1.05
Date/Time,Join/Leave,Name,SCID,IP,PID,Friend,Host,Host Priority,Rank,K/D,Money,Modder Flags
2022-09-30 0006-37,Leave,satan666design,78138614,185.203.216.188,18, , ,8 of 23,1454,1.98,$1014655479,RAC 
2022-09-30 0006-01,Join,Allanheeee,183537395,82.23.157.175,21, , ,18 of 22,162,0.28,$1847326860,
2022-09-30 0007-08,Join,_Suse_,199425137,88.130.157.222,18, , ,11 of 26,399,0.63,$73249174,
2022-09-30 0008-03,Leave,_Suse_,199425137,88.130.157.222,18, , ,11 of 26,399,0.63,$73249174,
2022-09-30 0007-55,Join,OSIRIS,6969696969,193.228.193.48,24, , ,1 of 25,8000,386685344.0,$414988925,SCID Spoof Host Token Session Mismatch High K/D High rank 
2022-09-30 0007-54,Join,YsnH4t,196843366,87.91.56.82,25, , ,16 of 25,123,1.19,$73345424,
2022-09-30 0008-46,Leave,Hard_Boiled_Egg7,135081142,82.1.87.51,3, , ,5 of 25,131,1.5,$1312613,
2022-09-30 0008-46,Leave,Frostblade--1,181066719,86.159.159.106,5, , ,12 of 25,152,0.33,$87150,
2022-09-30 0008-46,Leave,YsnH4t,196843366,87.91.56.82,25, , ,16 of 25,123,1.19,$73345424,
2022-09-30 0008-25,Join,_Suse_,199425137,88.130.157.222,18, , ,10 of 23,399,0.63,$73249174,
2022-09-30 0008-31,Join,koolfire06,198134638,87.176.179.233,22, , ,11 of 23,60,5.46,$516836,
2022-09-30 0009-15,Leave,koolfire06,198134638,87.176.179.233,22, , ,11 of 23,60,5.46,$516836,
2022-09-30 0009-30,Leave,_Suse_,199425137,88.130.157.222,18, , ,10 of 23,399,0.63,$73249174,
2022-09-30 0009-01,Join,ralmar95,100234629,90.68.28.136,3, , ,8 of 22,38,0.27,$3519683,
2022-09-30 0010-43,Leave,jes_v_,72375168,176.93.246.103,19, , ,4 of 23,135,0.23,$368658,
2022-09-30 0010-51,Join,_Suse_,199425137,88.130.157.222,18, , ,10 of 23,399,0.63,$73249174,
2022-09-30 0011-17,Join,Arturooo_94,40372194,185.48.129.68,5, , ,4 of 23,418,1.99,$135730129,
2022-09-30 0012-02,Leave,Arturooo_94,40372194,185.48.129.68,5, , ,4 of 23,418,1.99,$135730129,
2022-09-30 0012-38,Leave,Arturooo_94,40372194,185.48.129.68,5, , ,5 of 27,418,1.99,$135730129,
2022-09-30 0012-04,Join,redoios2,172673795,145.40.26.210,19, , ,6 of 26,200,0.91,$25118,
2022-09-30 0013-03,Leave,gantelkaa,169936383,94.244.37.174,1, , ,13 of 26,329,863335.06,$32213391,High K/D 
2022-09-30 0012-24,Join,LaMoulava,110827430,85.5.212.178,25, , ,19 of 25,102,0.23,$633794,
2022-09-30 0012-21,Join,Quadcore80983,97425730,46.114.205.224,23, , ,4 of 26,1190,5.41,$2144875116,High $ 
2022-09-30 0013-50,Leave,Quadcore80983,97425730,46.114.205.224,23, , ,4 of 26,1190,5.41,$2144875116,High $ 
2022-09-30 0014-09,Leave,Davamonpire,130538456,82.24.187.80,2, , ,26 of 26,136,0.32,$158473,
2022-09-30 0014-09,Leave,Allanheeee,183537395,82.23.157.175,21, , ,22 of 25,162,0.28,$1847325360,
2022-09-30 0013-18,Join,7Poseidon,104930666,83.77.242.230,1, , ,5 of 23,160,0.64,$2014234,
2022-09-30 0014-20,Leave,ralmar95,100234629,90.68.28.136,3, , ,11 of 23,38,0.27,$3519683,
2022-09-30 0014-48,Join,-Oddie-,192545196,86.40.248.102,2, , ,9 of 22,136,0.32,$158473,
2022-09-30 0014-59,Leave,koolfire06,198134638,87.176.179.233,22, , ,13 of 23,60,5.46,$516636,
2022-09-30 0015-17,Join,AmateurGamer613,92683483,82.46.206.127,3, , ,18 of 23,355,1.26,$325701680,
2022-09-30 0017-34,Leave,redoios2,172673795,145.40.26.210,19, , ,9 of 26,200,0.91,$25118,
2022-09-30 0017-30,Join,SimplyHBRT,163280275,92.41.157.141,21, , ,13 of 25,162,0.28,$1847325360,
2022-09-30 0017-30,Join,ILMANGIACEREALI,136855968,93.43.203.104,22, , ,3 of 25,60,5.46,$516636,
2022-09-30 0018-02,Leave,Kamii_G,215522519,95.102.4.158,9,Friend, ,15 of 25,8000,0.66,$1128474481,High rank God-Mode 
2022-09-30 0018-34,Join,GTAjcs1991,119666936,151.228.12.10,9, , ,11 of 24,244,0.49,$5793556,
2022-09-30 0020-26,Leave,GTAjcs1991,119666936,151.228.12.10,9, , ,11 of 25,244,0.49,$5793556,
2022-09-30 0021-28,Leave,woozyXX__NICK__X,207565049,94.3.72.16,20, , ,4 of 25,597,5.25,$207040378,
2022-09-30 0020-50,Join,Call_me_Quixy,191457869,88.76.169.73,9, , ,15 of 24,401,0.59,$50952818,
2022-09-30 0021-39,Leave,AmateurGamer613,92683483,82.46.206.127,3, , ,19 of 24,355,1.26,$325701680,
2022-09-30 0021-41,Join,Felonck,132804530,87.170.34.23,3, , ,5 of 25,153,0.58,$419371,
2022-09-30 0022-05,Join,cbounet,31351453,77.140.136.78,19, , ,8 of 25,369,0.44,$6710619,
2022-09-30 0023-03,Join,Dooshenron,152417169,92.233.178.206,20, , ,18 of 26,597,5.25,$207040378,
2022-09-30 0023-35,Leave,ILMANGIACEREALI,136855968,93.43.203.104,22, , ,3 of 26,20,2.2,$127674,
2022-09-30 0023-42,Leave,Zettr4H,134429207,90.8.147.46,16, , ,8 of 26,134,0.74,$8817994,
2022-09-30 0023-42,Leave,Haiden9748,127021526,176.136.112.118,17, , ,23 of 26,857,1.13,$19072510,
2022-09-30 0044-34,Join,pkaritonas,203633569,86.45.142.183,0, , ,12 of 23,228,4.7,$132280373,
2022-09-30 0045-04,Join,KurumiSLover,214661138,176.59.44.44,2, , ,3 of 24,49,0.66,$6551447,
2022-09-30 0045-04,Join,elfamosoo,165919814,78.124.199.43,4,Friend, ,14 of 24,128,4.0,$22054157,
2022-09-30 0045-04,Join,NicholasBOND007,133279124,2.125.15.219,5, , ,24 of 24,254,3.4,$8337490,
2022-09-30 0045-04,Join,Micalbozz,77051514,87.168.7.217,8, , ,12 of 24,164,1.28,$4477401,
2022-09-30 0045-04,Join,Haiden9748,127021526,176.136.112.118,13, , ,19 of 24,857,1.13,$19072510,
2022-09-30 0045-04,Join,trisk3llion_,35373438,5.94.71.170,14, , ,2 of 24,552,2.44,$29417505,
2022-09-30 0045-04,Join,Smolminuwu,177925321,91.36.244.118,16, , ,15 of 24,401,0.21,$837236,
2022-09-30 0045-04,Join,AntonChandi69,135200036,46.222.205.156,18, , ,6 of 24,174,0.65,$275796,
2022-09-30 0045-04,Join,Marczeski,150734297,79.163.253.126,19, , ,17 of 24,105,0.18,$472201,
2022-09-30 0045-04,Join,kittdogg,61542322,5.165.142.49,20, , ,16 of 24,121,0.52,$225221,
2022-09-30 0045-04,Join,J0RDVNi,160179795,176.103.205.198,21, , ,21 of 24,90,0.89,$322996,
2022-09-30 0045-04,Join,Deluxe_Gamer597,193807410,64.67.13.162,22, , ,11 of 24,176,0.15,$16126,
2022-09-30 0045-04,Join,Lupche,48895367,178.198.229.245,24, , ,7 of 24,131,0.34,$3303796,
2022-09-30 0045-04,Join,Altimimi5250,192929341,80.197.81.180,25, , ,23 of 24,109,0.6,$30969676,
2022-09-30 0045-54,Leave,pkaritonas,203633569,86.45.142.183,0, , ,11 of 21,228,4.7,$132280373,
2022-09-30 0045-54,Leave,Haiden9748,127021526,176.136.112.118,13, , ,17 of 21,857,1.13,$19072510,
2022-09-30 0045-04,Join,xCandyxxx,77973851,86.20.38.195,1, , ,16 of 20,421,1.19,$2147483647,
2022-09-30 0045-10,Join,Wetexer,137976107,217.149.164.250,9, , ,8 of 21,173,0.43,$31701,
2022-09-30 0045-55,Join,Ghost0092_,208877648,217.43.141.106,0, , ,11 of 23,61,0.42,$12284,
2022-09-30 0047-05,Leave,KurumiSLover,214661138,176.59.44.44,2, , ,3 of 23,49,0.66,$6551447,
2022-09-30 0046-29,Join,DiogoNuno004,68620595,2.82.136.164,10, , ,17 of 26,60,0.15,$1036925,
2022-09-30 0047-29,Leave,DiogoNuno004,68620595,2.82.136.164,10, , ,17 of 26,60,0.15,$1036925,
2022-09-30 0046-37,Join,YesYouSuckMate,213560915,146.199.157.119,3, , ,4 of 25,128,1.5,$14116390,
2022-09-30 0047-35,Leave,YesYouSuckMate,213560915,146.199.157.119,3, , ,4 of 25,128,1.5,$14116390,
2022-09-30 0047-37,Leave,Altimimi5250,192929341,80.197.81.180,25, , ,24 of 25,109,0.6,$30969676,
2022-09-30 0047-38,Leave,AntonChandi69,135200036,46.222.205.156,18, , ,6 of 24,174,0.65,$267806,
2022-09-30 0046-52,Join,TacoTugzday,34973897,87.196.74.63,11, , ,23 of 24,1658,0.94,$4014748,High rank 
2022-09-30 0047-50,Leave,YesYouSuckMate,213560915,146.199.157.119,3, , ,4 of 24,128,1.5,$14116390,
2022-09-30 0047-58,Leave,Micalbozz,77051514,87.168.7.217,8, , ,11 of 23,164,1.28,$4479401,
2022-09-30 0047-06,Join,-Xelio-,41031080,158.248.99.142,2, , ,4 of 22,411,1.27,$120909165,
2022-09-30 0047-18,Join,Aylenroc,91994634,80.139.110.76,13, , ,11 of 22,188,0.95,$11242474,
2022-09-30 0047-10,Join,Moisxev,115107145,91.122.244.247,12, , ,7 of 22,243,4.98,$777469220,
2022-09-30 0048-14,Leave,Moisxev,115107145,91.122.244.247,12, , ,7 of 22,243,4.98,$777469220,
2022-09-30 0048-22,Leave,DiogoNuno004,68620595,2.82.136.164,10, , ,15 of 22,60,0.15,$1036925,
2022-09-30 0048-28,Join,onoZexzi,195031035,86.20.24.68,10,Friend, ,12 of 24,60,0.15,$1036925,
2022-09-30 0048-55,Leave,Wetexer,137976107,217.149.164.250,9, , ,9 of 23,173,0.43,$31701,
2022-09-30 0047-42,Join,LarryJerryJonson,85802198,84.176.134.196,6, , ,4 of 21,31,0.45,$88783,
2022-09-30 0049-02,Leave,LarryJerryJonson,85802198,84.176.134.196,6, , ,4 of 21,31,0.45,$88783,
2022-09-30 0049-21,Leave,trisk3llion_,35373438,5.94.71.170,14, ,Host,1 of 21,552,2.44,$29417505,
2022-09-30 0048-27,Join,MokkaKreuz,210401441,37.201.4.58,8, , ,4 of 20,132,0.23,$18961530,
2022-09-30 0049-34,Leave,LarryJerryJonson,85802198,84.176.134.196,6, , ,3 of 20,31,0.45,$88783,
2022-09-30 0049-34,Leave,MokkaKreuz,210401441,37.201.4.58,8, , ,4 of 20,132,0.23,$18961530,
2022-09-30 0049-34,Leave,onoZexzi,195031035,86.20.24.68,10,Friend, ,8 of 20,291,0.0,$0,
2022-09-30 0049-34,Leave,TacoTugzday,34973897,87.196.74.63,11, , ,19 of 20,1658,0.94,$4013748,High rank 
2022-09-30 0049-34,Leave,Moisxev,115107145,91.122.244.247,12, , ,6 of 20,243,4.98,$777469220,
2022-09-30 0049-34,Leave,Aylenroc,91994634,80.139.110.76,13, , ,10 of 20,188,0.95,$11242474,
2022-09-30 0049-34,Leave,Smolminuwu,177925321,91.36.244.118,16, , ,13 of 20,401,0.21,$837236,
2022-09-30 0049-34,Leave,Marczeski,150734297,79.163.253.126,19, , ,15 of 20,105,0.18,$502201,
2022-09-30 0049-34,Leave,kittdogg,61542322,5.165.142.49,20, , ,14 of 20,121,0.52,$205221,
2022-09-30 0049-34,Leave,J0RDVNi,160179795,176.103.205.198,21, , ,18 of 20,90,0.89,$306384,
2022-09-30 0049-34,Leave,Deluxe_Gamer597,193807410,64.67.13.162,22, , ,9 of 20,176,0.15,$16126,
2022-09-30 0049-34,Leave,Lupche,48895367,178.198.229.245,24, , ,5 of 20,131,0.34,$3301296,
2022-09-30 0049-34,Join,SavageSki,124681571,84.115.213.4,3, , ,6 of 6,196,0.92,$327546,
2022-09-30 0049-45,Leave,SavageSki,124681571,84.115.213.4,3, , ,6 of 6,196,0.92,$327546,
2022-09-30 0056-36,Leave,xhope__,192368073,91.125.117.215,2, , ,3 of 6,463,2.15,$13790083,
2022-09-30 0104-50,Leave,CrazyDayyy,156225770,2.96.225.46,0, ,Host,3 of 5,421,0.5,$499043,
2022-09-30 0107-52,Leave,kodie_,102928622,80.193.62.164,1, , ,2 of 4,651,1.96,$103520030,Host Token Karen 
2022-09-30 0108-00,Leave,_Georgia1,172692744,82.31.181.192,4, , ,2 of 3,571,0.79,$2147413076,High $ 
2022-09-30 0109-31,Leave,SavageSki,124681571,84.115.213.4,3, , ,2 of 2,196,0.92,$287376,
2022-09-30 0109-31,Leave,xCandyxxx,77973851,86.20.38.195,5, ,Host,1 of 2,421,1.19,$2147483647,
2022-09-30 0109-31,Join,xCandyxxx,77973851,86.20.38.195,4, ,Host,1 of 1,421,1.19,$2147483647,
2022-09-30 0113-01,Leave,xCandyxxx,77973851,86.20.38.195,4, ,Host,1 of 1,421,1.19,$2147483647,
2022-09-30 0113-01,Join,xCandyxxx,77973851,86.20.38.195,8, ,Host,1 of 1,421,1.19,$2147483647,
2022-09-30 0120-10,Leave,xCandyxxx,77973851,86.20.38.195,8, ,Host,1 of 1,421,1.19,$2147483647,
2022-09-30 0120-10,Join,CrazyDayyy,156225770,2.96.225.46,0, , ,5 of 7,120,0.5,$36701,
2022-09-30 0120-10,Join,xhope__,192368073,91.125.117.215,1, , ,3 of 7,463,2.15,$13790083,
2022-09-30 0120-10,Join,kodie_,102928622,80.193.62.164,2, ,Host,2 of 7,651,1.96,$103520030,Host Token 
2022-09-30 0120-10,Join,NoyRgB,128747870,176.100.118.38,3, , ,4 of 7,358,1.67,$30650251,
2022-09-30 0120-10,Join,krimou27,60608710,41.101.223.113,4, , ,7 of 7,464,1.55,$154317971,
2022-09-30 0120-10,Join,Pablo_xiri_93,68899212,79.116.131.138,5, , ,6 of 7,8000,1.5,$63912032,
2022-09-30 0120-10,Join,xCandyxxx,77973851,86.20.38.195,6, , ,1 of 7,421,1.19,$2147483647,
2022-09-30 0126-05,Join,xcseerithx,85300279,5.66.215.155,7,Friend, ,7 of 8,885,19.52,$27467123,High K/D 
2022-09-30 0126-41,Leave,xcseerithx,85300279,5.66.215.155,7,Friend, ,7 of 8,885,19.52,$27467123,High K/D 
2022-09-30 0126-48,Join,Braajun,134266487,178.117.150.129,8, , ,10 of 11,120,0.59,$1515613,
2022-09-30 0127-17,Join,imDr3w,158744122,81.105.138.81,9, , ,7 of 11,152,0.09,$15329539,
2022-09-30 0127-24,Join,labradix,81228931,31.33.166.137,10, , ,5 of 12,377,1.1,$3250175,
2022-09-30 0128-03,Join,Armatan07,168957670,85.203.15.7,11, , ,4 of 13,121,1.05,$2290350,
2022-09-30 0129-44,Join,Juicy_Overdosed,216981509,92.40.183.175,12, , ,10 of 13,51,3.0,$1282346,
2022-09-30 0130-19,Leave,Juicy_Overdosed,216981509,92.40.183.175,12, , ,10 of 13,51,3.0,$1282346,
2022-09-30 0130-23,Join,Tsemppah,168773155,80.246.153.26,13, , ,10 of 14,71,1.12,$178494,
2022-09-30 0131-13,Leave,Armatan07,168957670,85.203.15.7,11, , ,4 of 14,121,1.05,$2290350,
2022-09-30 0133-08,Join,Dishakar,57869905,185.102.11.209,14, , ,6 of 15,125,0.95,$139147539,
2022-09-30 0134-08,Leave,Dishakar,57869905,185.102.11.209,14, , ,6 of 15,125,0.95,$139147539,
2022-09-30 0133-49,Join,_Enchi1,206552769,77.29.216.23,11, , ,10 of 14,520,1.18,$2147421909,High $ 
2022-09-30 0136-13,Join,varabin,162675592,213.197.78.17,14, , ,9 of 16,691,0.86,$161603802,
2022-09-30 0136-22,Join,la_rafale91,80651971,92.169.211.219,15, , ,13 of 16,153,1.5,$22262618,
2022-09-30 0137-04,Leave,la_rafale91,80651971,92.169.211.219,15, , ,13 of 16,153,1.5,$22262618,
2022-09-30 0137-50,Leave,varabin,162675592,213.197.78.17,14, , ,9 of 16,691,0.86,$161603802,
2022-09-30 0137-51,Leave,Juicy_Overdosed,216981509,92.40.183.175,12, , ,11 of 15,51,3.0,$1366396,
2022-09-30 0139-01,Join,AuBlake,125279233,178.24.231.110,12, , ,13 of 15,51,3.0,$1366396,
2022-09-30 0139-49,Leave,AuBlake,125279233,178.24.231.110,12, , ,13 of 15,51,3.0,$1366396,
2022-09-30 0140-08,Leave,CrazyDayyy,156225770,2.96.225.46,0, , ,6 of 14,120,0.5,$46142,
2022-09-30 0140-11,Leave,la_rafale91,80651971,92.169.211.219,15, , ,10 of 13,153,1.5,$22262118,
2022-09-30 0142-15,Leave,kodie_,102928622,80.193.62.164,2, , ,2 of 12,651,1.96,$103520030,Host Token 
2022-09-30 0143-37,Join,HDxClarkeyyy,157167087,82.26.245.27,2, , ,9 of 13,115,1.31,$275468,
2022-09-30 0143-42,Join,HaileyRosePlayz,195278171,24.117.103.3,12, , ,12 of 13,33,0.33,$804330,
2022-09-30 0147-06,Leave,HDxClarkeyyy,157167087,82.26.245.27,2, , ,10 of 14,115,1.31,$275468,
2022-09-30 0146-43,Join,Teckie16,7961631,84.17.46.226,0, , ,3 of 13,749,2.41,$46914014,
2022-09-30 0147-23,Leave,Teckie16,7961631,84.17.46.226,0, , ,3 of 13,749,2.41,$46914014,
2022-09-30 0147-51,Leave,HaileyRosePlayz,195278171,24.117.103.3,12, , ,13 of 14,33,0.33,$804330,
2022-09-30 0147-26,Join,ARTOSPR,215358387,92.158.133.149,2, , ,4 of 13,5000,20.25,$222177775,High K/D High rank 
2022-09-30 0149-05,Leave,_Enchi1,206552769,77.29.216.23,11, , ,12 of 15,520,1.18,$2147421909,High $ 
2022-09-30 0148-55,Join,Beegeedoubleyou,569007,94.209.30.123,14, , ,4 of 14,691,0.86,$161603802,
2022-09-30 0148-43,Join,-PrincessFaye-,200631761,114.108.197.21,12, , ,8 of 15,103,8.93,$181705882,
2022-09-30 0150-02,Leave,NoyRgB,128747870,176.100.118.38,3, , ,7 of 17,358,1.67,$30674914,
2022-09-30 0150-02,Leave,krimou27,60608710,41.101.223.113,4, , ,17 of 17,464,1.55,$154319471,
2022-09-30 0150-02,Leave,Pablo_xiri_93,68899212,79.116.131.138,5, , ,12 of 17,8000,1.5,$86572222,High rank God-Mode 
2022-09-30 0150-02,Leave,xCandyxxx,77973851,86.20.38.195,6, ,Host,1 of 17,421,1.19,$2147483647,
2022-09-30 0150-02,Leave,xcseerithx,85300279,5.66.215.155,7,Friend, ,15 of 17,885,19.52,$27477123,High K/D God-Mode 
2022-09-30 0150-02,Leave,Braajun,134266487,178.117.150.129,8, , ,16 of 17,120,0.59,$1515413,
2022-09-30 0150-02,Leave,imDr3w,158744122,81.105.138.81,9, , ,11 of 17,152,0.09,$15331539,
2022-09-30 0150-02,Leave,labradix,81228931,31.33.166.137,10, , ,6 of 17,377,1.1,$3252175,
2022-09-30 0150-02,Leave,-PrincessFaye-,200631761,114.108.197.21,12, , ,9 of 17,103,8.93,$181705882,
2022-09-30 0150-02,Leave,Tsemppah,168773155,80.246.153.26,13, , ,13 of 17,71,1.12,$314994,
2022-09-30 0150-02,Leave,Beegeedoubleyou,569007,94.209.30.123,14, , ,4 of 17,964,1.35,$3757243,
2022-09-30 0150-21,Leave,CrazyDayyy,156225770,2.96.225.46,0, ,Host,3 of 3,120,0.5,$46136,
2022-09-30 0150-21,Leave,kodie_,102928622,80.193.62.164,1, , ,2 of 3,651,1.96,$103520030,Host Token 
2022-09-30 0150-21,Leave,xCandyxxx,77973851,86.20.38.195,2, , ,1 of 3,421,1.19,$0,
2022-09-30 0150-21,Join,Moro25091,79054502,92.116.231.130,3, , ,3 of 26,735,0.87,$230086085,
2022-09-30 0150-21,Join,MILKEM_PL,180140320,89.72.172.100,4, , ,5 of 26,145,0.53,$29041395,
2022-09-30 0150-21,Join,Martinus_savage,211274094,147.12.38.124,5, , ,21 of 26,69,0.28,$249681,
2022-09-30 0150-21,Join,Rootsudo,130330002,88.142.219.23,6, , ,19 of 26,78,0.32,$171263,
2022-09-30 0150-21,Join,DTuru_,83776406,83.82.151.20,7, , ,25 of 26,125,1.29,$2658772,
2022-09-30 0150-21,Join,Leonard_Leonard,97884063,139.28.176.132,9, , ,16 of 26,398,0.22,$115187447,
2022-09-30 0150-21,Join,CloudNine54,156217693,138.197.75.253,10, , ,10 of 26,192,1.03,$7655047,
2022-09-30 0150-21,Join,T-Maschine,25728894,46.5.255.140,11, , ,7 of 26,200,0.54,$13360543,
2022-09-30 0150-21,Join,-SkillZme-,162903629,85.138.233.19,12,Friend, ,11 of 26,320,0.54,$78074108,
2022-09-30 0150-21,Join,sientelo363,88771335,178.203.145.239,13, , ,6 of 26,487,0.7,$319370004,
2022-09-30 0150-21,Join,X8NITRO,199412628,89.1.214.101,14, , ,26 of 26,812,0.46,$6150282,
2022-09-30 0150-21,Join,DjovelL45,112356982,79.66.211.21,15, , ,13 of 26,152,0.85,$5685607,
2022-09-30 0150-21,Join,makeoutneskuiq,213734662,79.191.221.22,16, , ,24 of 26,139,2.0,$5404449,
2022-09-30 0150-21,Join,dinzee36,216715743,2.216.125.21,17, , ,18 of 26,421,3.5,$66348756,
2022-09-30 0150-21,Join,UwU_senpai-_-,193868184,147.12.36.224,19, , ,9 of 26,999,1.5,$6293832,
2022-09-30 0150-21,Join,Tokalosh69,29105777,151.231.218.240,20, , ,15 of 26,88,0.83,$1111018,
2022-09-30 0150-21,Join,MuHa1_,62780205,88.114.5.247,21, , ,12 of 26,65,0.54,$788844,
2022-09-30 0150-21,Join,EugenNuL3,35689130,89.1.209.163,23, , ,4 of 26,274,0.39,$1853927174,
2022-09-30 0150-21,Join,Xardit,122592379,93.225.47.183,24, , ,23 of 26,260,0.98,$1031171,
2022-09-30 0150-21,Join,LaMoulava,110827430,85.5.212.178,25, , ,22 of 26,102,0.23,$742572,
2022-09-30 0150-21,Join,exeBSEGermany,93961391,91.34.210.40,26, , ,20 of 26,202,3.08,$2146786131,
2022-09-30 0150-32,Leave,T-Maschine,25728894,46.5.255.140,11, , ,7 of 26,200,0.54,$13360543,
2022-09-30 0150-32,Leave,DjovelL45,112356982,79.66.211.21,15, , ,13 of 26,152,0.85,$5685607,
2022-09-30 0150-32,Leave,makeoutneskuiq,213734662,79.191.221.22,16, , ,24 of 26,139,2.0,$5404449,
2022-09-30 0150-32,Leave,dinzee36,216715743,2.216.125.21,17, , ,18 of 26,421,3.5,$66348756,
2022-09-30 0150-32,Leave,exeBSEGermany,93961391,91.34.210.40,26, , ,20 of 26,202,3.08,$2146786131,
2022-09-30 0150-22,Join,SpiderandtheFly,143556224,95.223.229.148,0, ,Host,8 of 27,480,5.0,$80091977,
2022-09-30 0150-22,Join,WizzKing_30k,166903634,84.192.131.238,2, , ,18 of 27,97,1.4,$495075,
2022-09-30 0150-48,Leave,SpiderandtheFly,143556224,95.223.229.148,0, ,Host,8 of 27,480,5.0,$80091977,
2022-09-30 0150-48,Leave,WizzKing_30k,166903634,84.192.131.238,2, , ,18 of 27,97,1.4,$495075,
2022-09-30 0150-48,Leave,Moro25091,79054502,92.116.231.130,3, , ,3 of 27,735,0.87,$230086085,
2022-09-30 0150-48,Leave,MILKEM_PL,180140320,89.72.172.100,4, , ,5 of 27,145,0.53,$29041395,
2022-09-30 0150-48,Leave,Martinus_savage,211274094,147.12.38.124,5, , ,22 of 27,69,0.28,$249681,
2022-09-30 0150-48,Leave,Rootsudo,130330002,88.142.219.23,6, , ,20 of 27,78,0.32,$171263,
2022-09-30 0150-48,Leave,DTuru_,83776406,83.82.151.20,7, , ,26 of 27,125,1.29,$2658772,
2022-09-30 0150-48,Leave,Leonard_Leonard,97884063,139.28.176.132,9, , ,17 of 27,398,0.22,$115187447,
2022-09-30 0150-48,Leave,CloudNine54,156217693,138.197.75.253,10, , ,10 of 27,192,1.03,$7655047,
2022-09-30 0150-48,Leave,T-Maschine,25728894,46.5.255.140,11, , ,7 of 27,200,0.54,$13360543,
2022-09-30 0150-48,Leave,-SkillZme-,162903629,85.138.233.19,12,Friend, ,11 of 27,320,0.54,$78074108,
2022-09-30 0150-48,Leave,sientelo363,88771335,178.203.145.239,13, , ,6 of 27,487,0.7,$319370004,
2022-09-30 0150-48,Leave,X8NITRO,199412628,89.1.214.101,14, , ,27 of 27,812,0.46,$6150282,
2022-09-30 0150-48,Leave,DjovelL45,112356982,79.66.211.21,15, , ,13 of 27,152,0.85,$5685607,
2022-09-30 0150-48,Leave,makeoutneskuiq,213734662,79.191.221.22,16, , ,25 of 27,139,2.0,$5404449,
2022-09-30 0150-48,Leave,dinzee36,216715743,2.216.125.21,17, , ,19 of 27,421,3.5,$66348756,
